HOUSEID,HHFAMINC,HOMEOWN,HHSIZE,YOUNGCHILD,URBAN,HHVEHCNT,HH_CBSA
40569650,8,1,2,0,4,3,33340
40569711,10,1,5,3,1,3,19100
40569796,8,1,3,0,1,2,19100
40569802,10,1,3,1,1,3,40900
40569880,4,1,2,0,1,2,19100
40569929,5,1,3,1,1,2,16740
40569963,7,1,2,0,1,2,33340
40570034,6,2,3,0,1,3,40900
40570045,9,1,2,0,1,4,26420
40570139,10,1,2,0,1,2,41740
40570177,8,1,2,0,4,2,41700
40570183,6,2,2,0,1,1,33340
40570213,10,1,2,0,1,2,35620
40570254,4,2,1,0,1,1,19100
40570262,4,1,1,0,1,1,41700
40570343,4,1,2,0,1,1,40900
40570393,8,1,2,0,1,2,16980
40570412,4,2,1,0,1,1,19100
40570433,1,2,3,0,1,2,40900
40570438,4,2,2,0,1,2,35620
40570557,6,1,2,0,1,2,33340
40570594,6,1,2,0,1,3,12060
40570598,11,1,2,0,1,2,40140
40570637,7,1,2,0,1,7,36420
40570641,6,2,2,0,4,2,16740
40570664,3,1,1,0,1,1,41860
40570777,4,2,2,0,1,2,12420
40570788,8,1,1,0,1,1,26420
40570791,5,1,1,0,1,1,33460
40570828,7,1,4,0,1,4,19100
40570838,7,1,2,0,4,3,33460
40570856,11,1,2,0,1,2,40900
40570858,6,1,1,0,1,1,26420
40570882,1,1,1,0,1,1,36420
40570994,7,1,2,0,4,2,19740
40571026,7,1,2,0,1,2,19100
40571063,8,1,2,0,1,2,35620
40571066,11,1,2,0,1,3,19100
40571105,3,1,3,0,4,3,12060
40571137,7,2,1,0,1,1,35620
40571188,8,2,1,0,1,1,31080
40571193,11,1,2,0,1,2,12060
40571245,6,1,1,0,1,1,40900
40571290,7,1,2,0,1,3,12060
40571319,5,97,1,0,1,1,37980
40571369,2,2,1,0,1,1,19100
40571371,5,1,1,0,1,3,12060
40571401,6,1,3,0,1,4,19100
40571416,3,1,1,0,1,1,41860
40571428,10,1,2,0,1,2,41700
40571482,4,2,1,0,1,1,12060
40571485,3,1,1,0,1,3,19100
40571669,7,1,2,0,1,4,41700
40571679,4,1,1,0,1,1,35620
40571694,11,1,2,0,1,3,41940
40571712,1,2,2,0,1,1,15380
40571769,10,1,2,0,1,2,19100
40571770,4,1,2,0,1,2,35620
40571795,7,2,2,0,4,2,19100
40571814,5,1,1,0,1,1,26420
40571832,5,2,1,0,1,1,33340
40571865,8,1,3,0,1,3,31080
40571887,3,2,3,0,1,5,41740
40571912,9,1,2,0,1,2,26420
40571915,2,2,1,0,2,1,19100
40571936,6,2,3,0,1,0,26420
40571977,5,2,2,0,1,2,31080
40572012,7,1,2,0,4,3,41700
40572030,1,1,1,0,1,1,41740
40572031,4,1,1,0,1,1,31080
40572060,8,1,2,0,1,3,31080
40572063,9,1,2,0,1,3,40900
40572102,1,2,1,0,1,0,12060
40572119,11,1,2,0,1,2,19100
40572124,11,1,2,0,1,3,19100
40572128,6,1,1,0,1,1,19100
40572258,11,1,2,0,1,3,41740
40572259,8,2,2,0,1,0,14460
40572301,5,2,2,0,1,1,47260
40572400,10,1,2,0,4,3,41620
40572497,8,1,2,0,1,2,41740
40572514,5,1,1,0,1,1,19100
40572518,1,1,1,0,1,1,31080
40572547,4,1,1,0,1,1,19100
40572593,2,1,1,0,1,1,26420
40572641,7,1,2,0,1,3,40140
40572645,10,1,2,0,1,2,26420
40572649,7,2,1,0,1,1,38060
40572657,3,1,1,0,1,1,41740
40572682,10,2,1,0,1,4,40900
40572734,5,2,3,1,1,1,40900
40572742,9,1,3,0,1,3,19100
40572776,1,1,1,0,1,1,19100
40572777,11,1,3,0,1,3,41860
40572786,6,1,2,0,1,2,12580
40572826,9,1,2,0,4,4,33460
40572861,11,1,2,0,1,2,19100
40572862,9,1,2,0,1,2,12420
40572889,2,1,2,0,1,1,41940
40572898,5,1,1,0,1,1,12060
40572910,6,1,1,0,1,1,12060
40572921,6,1,3,0,1,6,41740
40573060,6,2,2,0,1,2,41940
40573076,8,1,2,0,1,2,33100
40573081,7,1,2,0,1,3,19100
40573140,1,2,2,0,1,5,12060
40573185,6,2,2,0,1,1,38060
40573187,5,1,1,0,1,1,40900
40573236,6,2,2,0,1,2,40380
40573255,3,2,2,0,1,2,19740
40573334,6,1,2,0,1,5,41740
40573379,7,2,2,0,1,2,33340
40573418,7,1,1,0,1,1,35620
40573444,6,1,2,0,1,1,36740
40573468,9,1,1,0,1,1,35620
40573549,6,2,2,0,1,1,41940
40573557,4,1,2,0,1,3,31080
40573568,7,1,1,0,1,1,19100
40573569,8,1,1,0,1,1,31080
40573608,9,1,2,0,1,2,40900
40573621,11,2,1,0,1,1,41860
40573636,7,1,1,0,2,1,47900
40573646,3,1,1,0,1,1,31080
40573666,10,1,1,0,1,1,26420
40573668,7,1,4,2,1,3,26420
40573713,8,1,2,0,1,2,19100
40573734,5,2,1,0,1,1,16740
40573756,9,1,2,0,1,4,16980
40573807,9,1,2,0,4,2,12420
40573834,7,1,2,0,1,2,12060
40573852,5,1,2,0,1,2,41740
40573871,10,1,2,0,1,3,35620
40573898,11,1,3,1,1,0,35620
40573934,7,1,4,1,1,3,26420
40573971,2,1,1,0,2,1,19100
40574053,10,1,2,0,1,1,40900
40574073,6,2,2,0,1,0,16980
40574273,7,1,1,0,1,2,19100
40574422,7,2,2,0,1,2,40900
40574569,8,1,2,0,1,3,19100
40574638,9,1,3,0,1,3,15380
40574653,1,2,2,1,1,0,38300
40574800,9,1,3,0,1,4,35620
40574811,6,1,2,0,1,2,33340
40574941,9,1,3,0,1,3,41700
40574943,7,1,1,0,1,2,16980
40574979,8,2,3,1,1,2,35620
40575012,8,1,2,0,1,2,41740
40575031,6,1,1,0,1,1,19100
40575038,9,2,2,0,1,3,33100
40575118,8,1,2,0,1,2,19100
40575159,10,2,1,0,1,2,31080
40575215,6,2,1,0,1,1,41740
40575242,9,1,1,0,1,2,41740
40575251,3,1,1,0,1,1,41180
40575262,4,1,1,0,2,3,41180
40575291,7,1,2,0,4,2,26420
40575299,3,2,1,0,4,1,36740
40575376,10,1,2,0,1,2,35620
40575392,7,1,2,0,1,2,12060
40575417,9,1,3,0,1,5,19820
40575612,1,2,1,0,1,3,41860
40575630,4,1,1,0,2,1,39580
40575654,9,2,1,0,1,1,35620
40575656,7,1,3,1,1,1,41620
40575687,1,2,2,0,1,0,19820
40575695,8,1,2,0,1,2,12060
40575885,7,1,2,0,4,2,35620
40575986,6,1,2,0,1,4,16980
40576083,7,1,2,0,4,4,18140
40576095,4,2,2,0,1,2,41700
40576121,1,1,1,0,2,1,40140
40576153,11,1,3,1,1,2,40900
40576270,5,2,2,0,1,2,38060
40576271,5,1,2,0,1,2,33340
40576310,11,1,2,0,1,2,41860
40576353,6,1,1,0,1,1,31080
40576372,7,1,2,0,1,1,12060
40576402,8,1,1,0,1,1,40900
40576463,8,1,3,0,1,2,31080
40576478,6,2,1,0,1,1,41860
40576481,10,1,2,0,1,2,47900
40576533,8,1,2,0,1,2,40900
40576541,6,1,2,0,1,1,33340
40576577,7,1,2,0,1,2,41860
40576679,7,1,1,0,1,1,26420
40576714,6,1,1,0,1,5,41700
40576852,9,1,2,0,1,3,35620
40576885,3,1,1,0,1,1,12060
40576962,6,1,2,0,1,1,19100
40577063,5,2,1,0,1,0,19820
40577068,8,2,1,0,1,1,41700
40577129,8,1,4,0,4,4,33340
40577151,7,1,2,0,1,2,26420
40577260,8,1,2,0,1,3,19100
40577283,6,1,2,0,4,1,41700
40577322,5,1,1,0,1,1,40060
40577354,9,1,4,0,1,3,14460
40577437,6,1,3,0,1,3,47900
40577501,8,1,2,0,1,2,26420
40577524,2,1,1,0,1,1,47900
40577550,8,1,2,0,1,2,12420
40577572,9,2,2,0,1,2,19100
40577650,2,2,2,0,1,1,40900
40577683,5,1,2,0,1,3,16740
40577689,4,2,2,0,1,1,41700
40577766,3,2,3,0,1,0,33340
40577775,7,1,2,0,1,1,12420
40577806,5,2,1,0,1,1,33340
40577946,4,1,1,0,1,1,19100
40577974,3,2,1,0,1,1,26420
40577983,5,1,4,2,1,2,19100
40578049,6,1,2,0,1,2,19100
40578059,4,1,3,0,1,2,19100
40578077,10,1,2,0,4,2,26420
40578126,8,1,1,0,1,1,31080
40578160,5,1,2,0,1,2,16980
40578266,10,1,2,0,1,2,19100
40578338,8,2,3,0,1,3,41940
40578365,8,1,2,0,1,2,40900
40578388,6,1,1,0,2,2,40900
40578434,5,2,2,0,1,1,41860
40578441,6,1,1,0,1,1,12060
40578445,11,1,2,0,1,2,35620
40578446,11,1,2,0,1,1,41740
40578461,10,1,2,0,1,2,41860
40578489,6,1,2,0,1,2,26420
40578614,11,1,2,0,1,2,35620
40578722,6,1,1,0,1,1,31080
40578821,3,1,2,0,4,3,40900
40578822,11,1,2,0,1,3,19100
40578958,6,1,4,0,1,4,26420
40578989,8,1,2,0,1,2,41940
40578998,8,2,1,0,1,1,31080
40579008,8,1,3,0,1,2,40900
40579011,4,1,3,0,1,6,41740
40579037,10,1,2,0,1,3,12060
40579051,8,1,2,0,1,3,12060
40579062,8,1,2,0,1,2,19100
40579070,6,1,3,1,1,3,40900
40579096,8,1,2,0,2,2,33460
40579108,10,1,2,0,1,3,40140
40579139,5,1,1,0,1,1,41740
40579283,9,2,5,0,1,3,35620
40579320,6,2,1,0,1,1,35620
40579367,4,1,3,0,4,3,12420
40579383,5,1,3,0,1,3,19100
40579431,7,1,1,0,2,2,35620
40579452,11,1,2,0,1,2,19100
40579454,5,2,1,0,1,1,40900
40579455,6,1,3,0,1,4,33100
40579588,8,1,2,0,1,2,19100
40579603,6,1,2,0,1,2,38900
40579635,8,1,2,0,1,2,19820
40579675,11,1,1,0,1,2,33340
40579710,9,2,3,1,1,1,41860
40579761,5,2,1,0,1,1,19100
40579889,1,1,1,0,1,1,12420
40579933,5,1,2,0,1,1,47260
40579964,3,1,2,0,1,1,12060
40579976,6,1,1,0,1,1,31080
40580025,1,2,1,0,1,1,41740
40580122,1,2,3,0,1,4,19100
40580162,2,2,3,1,1,1,15380
40580173,9,1,2,0,4,2,12060
40580249,6,1,2,0,2,2,19100
40580252,7,1,2,0,1,2,39580
40580293,6,1,1,0,1,1,19100
40580313,7,1,2,0,1,2,19100
40580394,4,1,1,0,1,1,19100
40580458,7,1,2,0,1,2,16980
40580463,4,1,1,0,2,1,16980
40580470,8,1,1,0,1,1,19100
40580516,6,2,1,0,1,0,35620
40580554,7,1,1,0,1,0,35620
40580644,1,2,1,0,1,2,12060
40580647,5,1,2,0,1,2,31080
40580663,11,1,2,0,1,2,12060
40580699,6,2,1,0,1,1,19100
40580730,6,1,1,0,1,2,19100
40580738,4,1,2,0,1,1,40900
40580833,6,1,3,1,1,2,12060
40580853,6,1,3,0,1,1,35620
40580927,4,1,2,0,1,2,26420
40580961,6,1,2,0,1,2,35620
40580963,5,1,2,0,1,2,38300
40580992,9,1,2,0,1,2,41860
40580994,6,1,2,0,1,2,40900
40580995,6,1,2,0,1,2,19100
40581030,6,1,2,0,1,1,34980
40581032,11,1,2,0,1,2,41860
40581037,6,2,1,0,1,1,19100
40581069,6,1,2,0,2,2,16740
40581117,11,1,1,0,1,1,19100
40581152,2,1,1,0,1,1,45300
40581162,5,1,1,0,1,1,38900
40581189,6,1,1,0,1,1,33340
40581280,4,2,1,0,1,1,19100
40581308,4,2,2,0,1,2,19100
40581309,5,1,2,0,1,2,19740
40581318,10,1,2,0,1,2,41860
40581337,5,1,1,0,1,2,33340
40581338,1,2,1,0,1,1,41860
40581354,9,1,2,0,1,3,31140
40581400,6,1,1,0,1,1,35620
40581416,7,1,1,0,1,1,40140
40581419,11,1,2,0,1,4,19100
40581437,10,1,3,0,1,1,26420
40581447,10,2,2,0,1,2,33460
40581505,7,1,2,0,1,2,31080
40581512,9,1,1,0,1,2,31080
40581513,7,1,2,0,1,2,41860
40581559,3,1,1,0,4,1,41700
40581573,6,1,3,1,1,2,12060
40581584,9,1,2,0,1,1,19100
40581654,5,1,3,0,1,3,31080
40581687,6,1,2,0,1,1,47900
40581830,5,1,2,0,1,1,19100
40581847,6,2,3,1,1,2,26900
40581857,3,1,2,0,1,2,16980
40581900,6,2,1,0,1,1,41860
40581904,8,1,2,0,1,3,26420
40581921,10,1,4,0,1,2,35620
40581999,4,1,1,0,1,1,36420
40582018,6,1,2,0,1,2,40900
40582092,4,2,2,0,1,1,31080
40582235,11,1,3,0,1,4,19100
40582253,10,1,2,0,1,2,16740
40582350,7,1,1,0,1,1,19100
40582380,4,1,3,0,1,3,19100
40582416,6,1,3,1,4,4,12060
40582422,9,1,1,0,1,2,12060
40582452,7,1,2,0,1,1,15380
40582453,4,2,2,0,1,1,40900
40582511,6,1,1,0,1,1,37980
40582555,10,1,2,0,1,2,40900
40582593,7,1,1,0,1,2,12060
40582595,7,2,2,0,1,1,33340
40582600,4,1,2,0,1,1,41740
40582615,11,1,3,0,1,4,41940
40582618,11,1,2,0,1,2,26420
40582646,6,2,1,0,1,1,19100
40582692,5,2,2,0,1,1,29820
40582699,7,2,1,0,1,1,31080
40582738,6,2,2,0,1,1,16980
40582746,11,1,1,0,1,1,35620
40582747,8,1,2,0,4,2,41700
40582755,1,1,4,0,1,3,26420
40582767,10,1,3,0,1,2,12060
40582778,6,1,1,0,1,2,33340
40582879,3,2,5,1,1,0,38060
40582883,6,1,1,0,1,2,40380
40582921,8,1,1,0,1,1,24340
40582950,10,1,2,0,1,2,47260
40582953,11,1,2,0,1,2,26420
40582955,10,1,3,0,1,3,26420
40582988,7,1,2,0,1,2,35620
40582990,7,1,1,0,1,3,19100
40583010,11,1,5,3,1,2,26420
40583017,1,2,1,0,1,0,41860
40583081,6,2,1,0,1,1,19100
40583119,10,1,3,0,1,4,19100
40583151,3,1,3,0,1,5,16740
40583196,8,1,3,0,1,4,31080
40583230,4,1,1,0,2,2,35620
40583236,8,1,2,0,1,2,19100
40583291,10,2,3,0,1,3,16980
40583337,6,1,2,0,1,2,35620
40583359,9,1,2,0,1,3,19100
40583387,3,2,1,0,1,2,41740
40583407,8,1,2,0,2,2,41940
40583474,3,2,1,0,1,0,15380
40583485,5,2,1,0,1,1,19100
40583521,10,1,2,0,1,2,35620
40583644,7,1,1,0,1,1,19100
40583775,6,2,1,0,1,0,14460
40583799,5,2,1,0,1,1,37980
40583805,6,2,2,0,1,1,41940
40583814,10,1,1,0,1,1,41740
40583818,7,2,2,0,1,2,35620
40583823,7,1,3,1,2,3,19100
40583840,7,1,2,0,1,2,41860
40583876,5,1,2,0,1,1,19100
40583936,1,1,1,0,1,1,19100
40583939,7,2,1,0,1,1,35620
40584054,7,1,2,0,1,0,40900
40584055,3,2,1,0,2,1,40140
40584067,3,2,1,0,1,1,40900
40584091,4,1,1,0,1,1,45300
40584114,7,1,2,0,1,2,40900
40584153,5,2,1,0,1,1,31080
40584178,11,1,1,0,1,3,31080
40584327,7,1,4,0,1,4,40900
40584361,3,1,1,0,1,1,40380
40584368,4,1,1,0,1,1,41700
40584415,7,1,1,0,1,1,33460
40584418,8,1,2,0,1,2,31080
40584457,3,1,1,0,1,1,15380
40584478,2,2,1,0,1,1,26420
40584482,6,1,1,0,1,1,26420
40584509,4,1,2,0,1,2,12060
40584559,8,1,2,0,1,2,41700
40584677,2,1,3,0,4,4,41700
40584678,5,2,2,0,1,1,35620
40584719,9,1,2,0,1,2,19100
40584742,4,2,2,0,1,0,26420
40584845,8,1,5,0,1,6,40380
40584863,3,2,1,0,1,1,16980
40584882,7,1,2,0,1,2,41700
40584902,7,2,2,0,1,3,12060
40584945,8,1,2,0,1,1,40900
40585002,9,1,2,0,1,4,33340
40585044,11,1,2,0,1,4,26420
40585055,1,2,1,0,1,0,40140
40585063,9,2,2,0,1,2,31080
40585076,3,1,1,0,4,1,16740
40585111,10,2,2,0,1,2,31080
40585300,6,2,1,0,1,1,31080
40585353,1,2,1,0,1,1,19100
40585411,7,1,1,0,1,1,41940
40585418,6,1,2,0,1,2,41700
40585447,5,2,1,0,1,1,26420
40585461,2,1,2,0,1,1,40140
40585493,8,1,3,0,4,5,41700
40585516,11,1,2,0,1,3,41740
40585522,8,1,3,1,1,2,35620
40585544,8,1,4,2,1,0,47900
40585641,1,2,1,0,1,0,40900
40585662,11,1,2,0,1,2,35620
40585672,6,1,3,0,1,2,41700
40585749,3,2,1,0,4,1,34980
40585758,4,2,3,1,1,2,40900
40585789,7,1,1,0,1,1,40380
40585808,1,1,2,0,1,2,41940
40585826,4,2,2,0,1,2,12420
40585827,4,1,1,0,4,1,40900
40585829,1,1,1,0,1,3,41940
40585888,6,2,1,0,1,1,19100
40585893,7,2,1,0,1,1,41740
40585968,7,1,2,0,1,2,41860
40585974,2,1,1,0,1,0,40900
40586032,9,2,1,0,1,0,47900
40586043,3,1,2,0,1,1,33340
40586088,8,1,3,0,1,3,41740
40586113,3,2,1,0,1,1,26420
40586207,6,1,1,0,1,1,19100
40586234,9,1,2,0,1,2,41700
40586262,9,1,3,0,1,2,19100
40586359,3,2,1,0,1,2,38060
40586384,2,1,3,0,4,2,35620
40586408,7,1,1,0,1,1,33100
40586449,7,2,1,0,1,1,16980
40586537,6,1,3,0,1,3,31080
40586596,5,1,1,0,4,3,19100
40586666,4,1,2,0,1,2,40140
40586692,4,1,2,0,1,2,33340
40586701,4,1,2,0,1,2,19100
40586721,4,1,1,0,1,1,40380
40586725,10,1,2,0,1,2,19100
40586741,8,1,1,0,1,1,19100
40586897,4,1,1,0,1,1,26420
40586925,3,97,2,0,1,2,41860
40586931,11,1,2,0,4,2,19100
40586935,6,1,1,0,1,1,12060
40586964,7,2,1,0,1,1,40900
40587033,6,1,2,0,4,2,19100
40587135,6,1,2,0,1,5,19100
40587168,5,1,1,0,4,2,40900
40587175,4,2,1,0,1,1,26420
40587202,6,1,5,0,4,5,35620
40587283,5,2,2,0,1,1,41860
40587290,8,1,3,0,1,3,31080
40587333,4,1,1,0,1,1,41740
40587400,7,1,2,0,1,2,35620
40587416,7,2,3,1,1,1,31080
40587452,4,2,1,0,1,1,33340
40587481,2,1,1,0,1,1,40900
40587500,8,2,2,0,1,2,40900
40587549,10,1,2,0,1,4,19100
40587580,8,1,1,0,1,3,41740
40587600,4,2,1,0,1,1,18140
40587621,8,1,2,0,1,2,41940
40587639,7,1,2,0,2,2,12420
40587682,6,1,2,0,1,2,40380
40587683,6,2,1,0,1,1,26420
40587715,8,1,2,0,1,2,19100
40587734,3,1,3,0,1,2,37980
40587735,8,1,2,0,1,2,19100
40587737,8,1,2,0,1,6,41700
40587809,5,1,1,0,1,1,35620
40587811,3,2,2,0,1,1,33100
40587821,7,1,1,0,1,2,35620
40587902,3,2,1,0,1,1,19100
40587919,7,2,2,0,1,2,16740
40587920,9,1,2,0,1,2,12420
40588041,3,1,1,0,1,1,26420
40588151,7,2,2,0,1,1,12060
40588166,7,1,4,2,1,3,40900
40588174,6,1,2,0,1,1,19100
40588201,7,1,2,0,1,2,33340
40588265,6,1,2,0,4,2,41700
40588393,6,2,1,0,1,0,35620
40588425,3,1,2,0,1,2,41860
40588493,4,1,3,0,4,3,25540
40588545,3,2,1,0,1,1,19100
40588591,7,1,1,0,1,2,35620
40588663,10,1,2,0,1,2,26420
40588669,6,1,1,0,1,1,41860
40588679,6,1,2,0,1,3,47260
40588721,1,2,1,0,1,0,35620
40588737,1,2,2,0,1,0,37980
40588744,1,2,1,0,1,0,12060
40588766,10,1,1,0,1,1,47900
40588769,3,2,2,0,1,1,41860
40588797,8,2,1,0,1,1,19100
40588858,8,1,2,0,1,1,35620
40588904,11,1,1,0,1,2,19100
40588930,5,1,1,0,1,1,15380
40588938,3,2,3,1,1,1,35620
40589047,10,1,3,1,1,1,40900
40589177,4,1,2,0,1,1,26420
40589228,6,2,2,0,1,1,19100
40589254,6,1,4,2,1,2,16980
40589268,8,1,2,0,1,3,12060
40589359,5,2,1,0,1,1,19100
40589365,3,2,5,1,1,3,19100
40589371,7,2,1,0,1,1,19100
40589411,9,1,2,0,1,4,41740
40589503,8,1,3,0,1,5,33340
40589507,8,1,3,0,1,2,19100
40589535,11,1,3,0,1,3,26420
40589580,8,1,2,0,4,3,15380
40589637,2,2,1,0,1,1,35620
40589685,7,1,3,0,1,4,12060
40589707,7,2,1,0,1,2,47900
40589856,11,1,2,0,1,2,19100
40589902,6,2,1,0,1,3,12420
40589909,8,1,2,0,4,8,16740
40589911,8,1,2,0,2,2,38900
40590016,3,1,1,0,4,1,12060
40590032,4,2,1,0,1,0,14460
40590104,10,1,2,0,1,2,47900
40590125,8,1,2,0,1,2,42660
40590127,8,1,2,0,1,2,31080
40590230,3,1,3,0,1,2,41700
40590328,6,1,1,0,1,1,16980
40590373,6,1,3,0,1,4,19100
40590393,6,1,1,0,1,1,12580
40590419,1,1,1,0,1,1,40900
40590425,10,1,3,1,1,2,33340
40590460,7,1,2,0,4,3,40900
40590481,10,1,2,0,4,2,26420
40590488,4,2,1,0,1,1,19100
40590512,11,1,6,2,1,2,41860
40590603,5,1,1,0,1,1,41700
40590625,8,1,1,0,2,1,35620
40590710,7,1,2,0,1,3,12580
40590722,5,1,3,0,1,3,19100
40590730,10,1,2,0,1,2,19100
40590879,8,1,3,0,1,2,19100
40590882,6,1,2,0,1,2,33340
40590911,8,1,2,0,1,2,19100
40590919,6,1,3,1,1,2,31080
40590956,7,1,1,0,1,2,35620
40590964,4,1,2,0,1,2,26420
40590987,4,2,2,0,1,0,35620
40590995,8,1,3,0,1,4,39580
40591004,7,1,1,0,1,1,33460
40591028,2,1,1,0,2,1,19100
40591098,8,1,2,0,1,2,19100
40591118,3,1,1,0,1,1,45300
40591126,4,1,2,0,1,2,12060
40591180,3,1,1,0,1,0,12580
40591363,5,1,1,0,1,1,26420
40591403,6,1,2,0,1,1,12420
40591431,4,2,2,0,1,2,16740
40591529,4,1,2,0,1,1,33100
40591576,8,1,4,0,1,2,41940
40591581,6,2,1,0,1,2,31080
40591603,7,1,1,0,1,2,19100
40591639,4,2,1,0,1,1,33340
40591736,2,1,1,0,1,2,17460
40591762,2,1,1,0,1,1,41700
40591796,7,1,4,0,1,4,40900
40591864,3,2,1,0,1,1,38300
40591897,5,2,1,0,1,1,19820
40591981,6,1,1,0,1,1,12060
40592031,3,1,2,0,1,2,35620
40592033,11,1,2,0,1,2,42660
40592034,6,1,2,0,1,2,41700
40592054,6,2,1,0,1,1,26420
40592056,11,1,2,0,1,2,26420
40592068,2,2,1,0,1,1,34980
40592082,6,1,2,0,1,2,19100
40592093,6,1,2,0,1,2,40900
40592108,6,1,2,0,1,1,40900
40592117,7,1,2,0,1,1,26420
40592119,10,2,2,0,1,2,41860
40592138,4,1,2,0,1,2,33340
40592197,6,1,1,0,4,1,41700
40592207,3,1,2,0,4,2,19100
40592235,3,1,2,0,1,1,12060
40592244,10,2,1,0,1,1,41860
40592245,6,1,1,0,1,1,19100
40592259,4,1,1,0,1,1,40140
40592262,6,1,2,0,1,1,12060
40592264,7,2,1,0,1,1,12420
40592267,11,1,2,0,4,2,41740
40592298,6,1,1,0,1,4,31080
40592329,5,1,1,0,1,1,19820
40592356,2,2,1,0,2,0,40900
40592402,4,1,2,0,1,2,19100
40592484,4,1,1,0,1,1,33340
40592517,8,1,3,0,1,3,41740
40592560,5,2,2,0,1,1,41860
40592633,5,2,1,0,1,0,12420
40592639,10,1,3,1,4,2,19100
40592673,7,1,3,0,1,3,12420
40592682,6,1,1,0,1,1,41740
40592764,5,2,3,2,1,0,26420
40592766,10,1,4,0,1,3,35620
40592779,11,1,2,0,1,2,35620
40592782,5,1,1,0,1,1,38060
40592834,4,1,2,0,1,2,12060
40592852,10,1,2,0,4,2,40380
40592878,6,1,1,0,1,2,40900
40592885,11,1,2,0,1,2,26420
40592937,5,1,2,0,2,2,19100
40592949,6,1,1,0,1,1,41860
40592955,5,1,3,0,1,1,28140
40593002,7,1,2,0,1,2,35620
40593050,6,1,2,0,1,1,41860
40593104,2,2,1,0,1,0,35620
40593142,5,2,1,0,1,1,12420
40593158,10,1,2,0,1,3,40140
40593170,8,97,1,0,1,2,40900
40593217,3,1,1,0,1,1,19100
40593227,3,1,2,0,4,2,27260
40593235,10,1,2,0,1,2,35620
40593243,7,1,4,2,1,2,12420
40593253,5,1,2,0,1,2,35620
40593280,9,2,2,0,1,2,40900
40593493,5,1,1,0,1,1,12420
40593537,8,1,2,0,1,3,19100
40593559,5,2,1,0,1,0,31080
40593596,7,1,2,0,4,2,41740
40593650,4,1,3,0,1,4,19100
40593693,8,1,2,0,4,3,28140
40593706,3,2,3,1,1,2,18140
40593732,7,1,2,0,1,1,31080
40593767,11,1,2,0,1,2,31080
40593812,6,1,1,0,1,1,39580
40593984,10,1,2,0,1,3,41620
40593986,6,1,2,0,1,1,17460
40594000,10,1,2,0,4,1,35620
40594012,4,1,1,0,2,2,12420
40594032,6,1,2,0,1,1,31080
40594149,6,1,2,0,1,2,26420
40594171,9,1,2,0,1,3,26420
40594185,8,1,3,0,1,3,19740
40594190,6,1,2,0,4,4,37980
40594224,5,2,1,0,1,1,19100
40594335,6,1,1,0,1,1,31140
40594384,7,1,2,0,1,2,19100
40594407,6,1,2,0,1,2,19100
40594416,4,2,1,0,1,1,19100
40594419,11,1,2,0,1,2,26420
40594441,6,1,3,0,1,3,12420
40594445,7,1,2,0,1,1,12420
40594501,11,1,3,1,1,2,41860
40594560,11,1,2,0,1,2,12060
40594599,6,2,3,0,1,2,19100
40594602,6,1,1,0,1,1,19100
40594608,3,2,2,0,1,1,12420
40594735,6,2,1,0,1,1,41740
40594761,1,2,1,0,1,1,41860
40594770,6,1,2,0,1,2,41740
40594820,3,1,2,0,1,2,35620
40594852,6,1,3,0,1,3,33340
40594889,4,1,2,0,1,1,19100
40594909,5,1,5,3,1,2,41740
40594940,8,1,2,0,2,2,40900
40594941,6,1,3,0,2,3,33340
40594953,5,1,1,0,1,1,19100
40595007,4,1,1,0,1,1,33460
40595065,1,1,1,0,1,1,31080
40595066,11,1,2,0,1,2,19100
40595097,10,1,3,0,1,4,16740
40595137,8,1,2,0,1,2,26420
40595234,7,1,2,0,1,2,12060
40595285,8,1,2,0,1,3,35620
40595287,8,1,2,0,1,2,39580
40595351,1,2,1,0,1,0,40380
40595366,7,1,2,0,1,3,12060
40595381,9,1,3,0,1,4,35620
40595517,7,1,1,0,1,2,19100
40595523,3,1,1,0,4,2,34980
40595565,10,1,1,0,1,2,41940
40595586,1,1,3,0,1,2,33340
40595634,8,1,2,0,4,4,40900
40595680,8,1,2,0,1,2,19100
40595744,4,2,3,1,1,2,40900
40595765,4,1,1,0,1,1,47900
40595771,8,1,3,0,1,4,40900
40595775,8,1,1,0,1,2,37980
40595958,10,1,3,0,1,3,33340
40595961,4,2,1,0,4,1,35620
40595964,6,1,2,0,1,2,31080
40596002,3,1,2,0,1,3,41860
40596036,1,97,1,0,1,1,26420
40596058,4,2,3,1,1,1,26420
40596090,11,1,2,0,2,4,26420
40596103,9,1,2,0,1,2,16980
40596125,6,1,3,0,1,4,35620
40596130,1,1,2,0,4,1,41700
40596187,9,1,4,2,1,2,35620
40596238,10,1,2,0,1,2,14460
40596245,6,1,1,0,1,1,41940
40596358,7,1,1,0,2,1,19100
40596360,7,2,2,0,1,2,31080
40596403,8,1,2,0,1,2,16740
40596463,5,2,3,1,1,2,40900
40596504,5,1,1,0,1,1,33340
40596507,10,1,4,0,1,3,31080
40596530,5,1,2,0,1,1,39300
40596564,6,2,2,0,1,2,33100
40596714,11,1,2,0,1,2,12060
40596755,4,1,1,0,1,1,15380
40596783,6,1,2,0,1,2,19100
40596831,5,2,1,0,2,2,17140
40596878,11,1,2,0,1,3,19100
40596893,4,2,3,1,1,2,16980
40596908,7,2,2,0,1,1,31080
