HOUSEID,PERSONID,GASPRICE,TRAVDAY,TDAYDATE,TRPTRANS,TRPMILES,TRVLCMIN
40324165,1,276.6,4,201702,2,85.97800000000001,170
40324192,1,213.1,6,201612,2,4.326,14
40324499,1,220.0,2,201701,2,14.896,32
40324499,2,220.0,2,201701,2,76.61,120
40324499,3,220.0,2,201701,2,38.192,80
40324516,1,227.9,3,201702,1,4.175,92
40324516,1,227.9,3,201702,2,12.662,50
40324516,2,227.9,3,201702,1,1.0,30
40324516,2,227.9,3,201702,2,25.231,60
40324521,1,237.7,5,201703,1,0.76,20
40324521,1,237.7,5,201703,2,6.297,33
40324534,1,218.8,1,201703,2,3.174,10
40324534,2,218.8,1,201703,2,65.783,105
40324556,1,218.1,3,201702,2,5.303,23
40324564,1,227.7,4,201701,4,30.631,117
40324564,2,227.7,4,201701,2,34.35,105
40324564,3,227.7,4,201701,1,0.44,35
40324564,3,227.7,4,201701,2,44.760999999999996,95
40324564,4,227.7,4,201701,2,15.328,46
40324564,5,227.7,4,201701,1,0.442,29
40324564,5,227.7,4,201701,2,44.673,95
40324564,6,227.7,4,201701,2,68.266,139
40324590,1,223.3,2,201701,1,1.5,55
40324590,1,223.3,2,201701,2,24.738,65
40324590,2,223.3,2,201701,2,26.953,101
40324595,1,265.9,4,201612,2,54.324,122
40324595,2,265.9,4,201612,2,55.043,140
40324595,3,265.9,4,201612,2,64.349,97
40324650,1,202.1,3,201611,2,27.933999999999997,100
40324664,1,263.8,4,201701,2,3.574,30
40324664,2,263.8,4,201701,2,46.811,135
40324675,1,254.1,6,201704,2,59.957,205
40324675,2,254.1,6,201704,2,59.957,205
40324696,1,247.9,2,201704,1,0.243,6
40324696,1,247.9,2,201704,6,14.947,63
40324739,1,202.1,6,201612,2,15.682,60
40324739,2,202.1,6,201612,2,1.891,20
40324739,3,202.1,6,201612,2,15.682,70
40324739,4,202.1,6,201612,2,70.39,130
40324739,5,202.1,6,201612,2,15.682,45
40324775,1,223.3,6,201701,2,67.44200000000001,60
40324775,2,223.3,6,201701,2,30.069000000000003,40
40324793,1,231.3,2,201703,1,1.358,40
40324793,1,231.3,2,201703,2,8.326,30
40324793,2,231.3,2,201703,2,12.283999999999999,40
40324804,2,216.4,6,201612,2,0.735,7
40324991,1,263.8,6,201612,2,5.776,25
40325000,1,243.2,5,201611,2,209.253,280
40325000,2,243.2,5,201611,2,15.512,30
40325000,3,243.2,5,201611,2,15.513,30
40325025,1,237.0,6,201701,2,93.889,142
40325025,2,237.0,6,201701,2,11.643,40
40325032,1,219.0,2,201702,2,2.799,20
40325032,2,219.0,2,201702,2,2.53,6
40325032,2,219.0,2,201702,10,195.888,257
40325088,1,259.4,5,201702,2,4.648,15
40325088,1,259.4,5,201702,5,99.253,178
40325088,2,259.4,5,201702,2,82.517,85
40325137,1,255.8,4,201702,2,20.772,69
40325181,1,239.6,5,201612,2,32.367000000000004,90
40325181,2,239.6,5,201612,2,43.863,80
40325194,1,242.6,6,201612,1,0.44,25
40325194,1,242.6,6,201612,2,123.076,224
40325194,2,242.6,6,201612,2,103.14500000000001,169
40325235,1,209.2,3,201612,2,20.309,86
40325235,2,209.2,3,201612,2,34.595,95
40325235,3,209.2,3,201612,2,5.666,28
40325235,3,209.2,3,201612,4,1.717,15
40325251,1,243.2,4,201611,2,18.063,53
40325251,2,243.2,4,201611,2,24.851,91
40325263,1,262.9,1,201612,1,0.1,39
40325263,1,262.9,1,201612,4,2.843,47
40325263,1,262.9,1,201612,7,3.176,34
40325263,2,262.9,1,201612,1,0.1,47
40325263,2,262.9,1,201612,4,2.843,47
40325263,2,262.9,1,201612,7,3.176,34
40325274,1,242.6,6,201612,1,0.141,5
40325274,1,242.6,6,201612,2,26.678,75
40325370,1,241.0,6,201611,1,2.283,20
40325370,1,241.0,6,201611,2,31.332,100
40325370,2,241.0,6,201611,2,8.504999999999999,20
40325379,1,291.7,5,201703,2,1.7429999999999999,10
40325380,1,216.4,6,201612,2,6.228,20
40325416,1,255.3,3,201612,2,16.833,97
40325474,1,234.4,3,201701,2,35.069,90
40325474,2,234.4,3,201701,2,15.437000000000001,42
40325495,1,219.9,4,201703,2,29.463,80
40325495,2,219.9,4,201703,2,102.38499999999999,260
40325576,1,261.9,5,201701,2,32.015,80
40325576,2,261.9,5,201701,2,54.571000000000005,120
40325585,1,291.7,6,201703,2,132.605,305
40325585,2,291.7,6,201703,2,132.605,305
40325672,1,274.8,4,201701,2,4.014,40
40325717,2,202.1,5,201612,2,42.329,79
40325734,1,252.2,6,201703,2,30.439,162
40325734,1,252.2,6,201703,5,15.143,55
40325756,1,219.9,2,201703,2,49.338,188
40325756,2,219.9,2,201703,2,5.838,36
40325756,3,219.9,2,201703,2,5.838,31
40325766,1,218.1,3,201702,2,38.952,75
40325771,1,218.8,2,201703,1,0.754,7
40325771,1,218.8,2,201703,2,14.951,59
40325771,2,218.8,2,201703,2,14.951,59
40325805,1,202.1,7,201612,2,30.848999999999997,100
40325805,2,202.1,7,201612,2,13.921999999999999,48
40325840,1,262.9,3,201612,2,25.61,70
40325840,2,262.9,3,201612,2,6.925,30
40325914,1,223.3,3,201701,2,28.945,49
40325914,2,223.3,3,201701,2,38.504000000000005,68
40325933,1,235.1,1,201701,1,0.174,4
40325933,1,235.1,1,201701,4,13.612,72
40326081,2,231.3,1,201703,2,3.422,25
40326238,1,216.4,3,201612,1,3.48,93
40326238,1,216.4,3,201612,2,36.602000000000004,70
40326238,2,216.4,3,201612,2,64.87,114
40326255,1,281.9,6,201702,2,59.492999999999995,90
40326300,1,219.9,5,201703,2,56.408,113
40326300,2,219.9,5,201703,2,9.227,35
40326330,1,223.3,3,201701,2,8.344000000000001,345
40326339,1,237.0,3,201703,4,7.8420000000000005,120
40326388,1,223.3,7,201701,2,45.419,113
40326388,2,223.3,7,201701,2,18.198,56
40326395,1,230.1,1,201703,2,31.397,125
40326395,2,230.1,1,201703,2,11.831,67
40326424,1,220.1,6,201612,2,5.6739999999999995,40
40326424,2,220.1,6,201612,2,50.915,80
40326459,1,272.0,6,201701,1,2.945,85
40326459,2,272.0,6,201701,2,50.053,75
40326459,2,272.0,6,201701,3,8.04,63
40326510,1,281.9,5,201702,2,4.515000000000001,10
40326510,2,281.9,5,201702,2,4.092,10
40326608,1,237.7,7,201703,2,0.932,20
40326608,2,237.7,7,201703,2,0.932,20
40326669,1,223.3,4,201701,2,16.71,40
40326669,2,223.3,4,201701,2,13.71,30
40326709,1,210.8,4,201611,2,52.276,190
40326709,2,210.8,4,201611,2,26.634,62
40326709,3,210.8,4,201611,2,14.587,81
40326709,4,210.8,4,201611,1,2.13,33
40326709,5,210.8,4,201611,1,2.402,79
40326763,1,220.0,3,201701,10,174.621,250
40326840,1,252.2,5,201703,1,0.625,15
40326840,1,252.2,5,201703,4,4.140000000000001,68
40326840,1,252.2,5,201703,6,5.995,73
40326845,1,229.8,2,201611,2,47.189,115
40326848,1,229.8,3,201611,2,125.783,272
40326848,2,229.8,3,201611,2,8.987,20
40326919,1,247.9,4,201612,2,73.207,142
40326925,1,250.1,6,201612,2,41.53,105
40326925,2,250.1,6,201612,2,38.462,82
40326978,1,263.7,7,201612,2,0.492,10
40326978,2,263.7,7,201612,2,4.48,43
40326978,3,263.7,7,201612,2,218.24,815
40326978,4,263.7,7,201612,2,39.676,100
40326978,5,263.7,7,201612,2,57.796,125
40327020,1,290.3,3,201703,2,27.653,70
40327020,2,290.3,3,201703,2,35.355000000000004,97
40327031,1,292.0,2,201703,2,85.411,165
40327084,1,263.7,2,201612,1,0.222,13
40327084,1,263.7,2,201612,2,20.106,43
40327100,1,230.6,2,201703,2,43.652,76
40327100,2,230.6,2,201703,1,0.474,1
40327100,2,230.6,2,201703,2,7.56,2
40327125,1,255.8,2,201702,2,54.138999999999996,90
40327125,2,255.8,2,201702,2,44.590999999999994,83
40327131,1,220.0,5,201702,6,20.41,85
40327131,2,220.0,5,201702,2,22.015,75
40327131,3,220.0,5,201702,2,6.728,30
40327131,4,220.0,5,201702,2,0.266,30
40327176,1,231.3,7,201703,1,1.0,60
40327176,1,231.3,7,201703,2,8.675,30
40327176,2,231.3,7,201703,1,1.0,60
40327176,2,231.3,7,201703,2,8.674,30
40327178,1,218.3,4,201702,2,42.997,124
40327181,1,253.0,2,201703,2,92.608,147
40327282,1,227.6,2,201703,2,36.491,85
40327289,1,252.2,1,201703,1,0.546,15
40327289,1,252.2,1,201703,2,18.049,40
40327289,2,252.2,1,201703,2,6.284,20
40327358,1,272.0,6,201701,2,27.663,45
40327402,1,255.3,4,201612,1,0.755,40
40327402,1,255.3,4,201612,2,1.522,25
40327402,2,255.3,4,201612,1,2.887,69
40327402,2,255.3,4,201612,2,3.469,39
40327442,1,242.6,5,201612,2,6.45,36
40327442,2,242.6,5,201612,2,41.232,175
40327562,1,280.1,7,201702,2,16.392,35
40327562,2,280.1,7,201702,2,16.391,40
40327665,1,209.2,5,201612,2,79.269,130
40327665,2,209.2,5,201612,2,81.43,135
40327668,1,292.1,1,201704,2,15.449,45
40327727,1,243.2,5,201611,3,10.0,60
40327728,1,263.7,7,201612,2,99.88300000000001,133
40327728,2,263.7,7,201612,2,59.033,122
40327760,1,234.5,3,201703,2,0.892,20
40327809,1,219.0,2,201702,4,11.548,86
40327809,2,219.0,2,201702,2,18.969,75
40327862,1,274.6,2,201701,2,61.658,130
40327910,1,215.3,1,201611,1,2.5,70
40327910,1,215.3,1,201611,2,7.911,20
40327910,2,215.3,1,201611,1,2.5,70
40327910,2,215.3,1,201611,2,7.911,20
40327915,1,216.4,4,201612,2,9.474,34
40328058,1,219.1,3,201612,2,97.719,125
40328060,1,218.8,4,201703,2,49.638999999999996,101
40328121,1,202.1,5,201612,2,12.936,78
40328121,2,202.1,5,201612,2,62.064,164
40328134,1,281.9,6,201702,1,0.9440000000000001,27
40328134,1,281.9,6,201702,4,17.179,129
40328168,1,218.8,6,201703,2,176.534,180
40328168,2,218.8,6,201703,2,176.534,180
40328181,1,211.8,4,201612,1,2.2,11
40328181,1,211.8,4,201612,2,23.672,80
40328184,1,220.0,6,201702,2,44.041,152
40328184,1,220.0,6,201702,10,2.886,18
40328282,1,237.2,6,201704,2,36.986000000000004,120
40328293,1,281.9,5,201702,2,12.52,95
40328302,1,223.0,6,201612,2,42.984,100
40328302,2,223.0,6,201612,2,17.804,55
40328317,1,274.6,2,201701,2,77.157,159
40328336,1,255.3,4,201612,2,9.383,60
40328336,1,255.3,4,201612,4,5.271,75
40328364,1,223.6,2,201704,1,0.85,20
40328364,1,223.6,2,201704,2,1.811,30
40328391,1,219.1,6,201612,1,1.104,41
40328391,1,219.1,6,201612,4,2.52,85
40328392,1,208.7,7,201611,1,0.318,10
40328392,1,208.7,7,201611,2,24.755000000000003,82
40328392,2,208.7,7,201611,2,26.516,76
40328429,1,225.1,1,201701,2,11.627,25
40328461,1,291.7,1,201704,1,0.5,25
40328467,1,234.5,5,201703,1,0.6950000000000001,20
40328467,1,234.5,5,201703,2,51.718,70
40328491,2,237.0,2,201701,1,0.465,15
40328491,2,237.0,2,201701,4,12.453,150
40328532,1,230.1,3,201702,1,1.5,55
40328532,1,230.1,3,201702,2,29.267,40
40328550,1,237.2,5,201704,2,5.002,19
40328553,1,294.1,7,201704,1,4.0,65
40328553,1,294.1,7,201704,2,14.778,60
40328593,1,276.6,7,201702,2,6.586,20
40328602,1,281.9,1,201702,1,2.404,54
40328602,1,281.9,1,201702,2,7.621,37
40328602,1,281.9,1,201702,9,27.391,75
40328627,1,251.5,1,201704,2,7.125,24
40328753,1,272.0,7,201701,2,76.353,179
40328793,1,216.4,7,201612,2,8.805,45
40328801,1,274.3,6,201701,2,163.71,305
40328801,2,274.3,6,201701,2,92.293,130
40328823,1,223.6,6,201704,1,4.855,12
40328823,1,223.6,6,201704,2,29.16,66
40328823,2,223.6,6,201704,1,2.7439999999999998,16
40328823,2,223.6,6,201704,2,1.536,10
40329125,1,271.2,2,201611,2,65.857,120
40329280,1,236.2,3,201702,2,9.438,45
40329280,2,236.2,3,201702,2,104.789,224
40329360,1,247.9,2,201612,1,2.018,149
40329360,1,247.9,2,201612,3,1.025,21
40329360,1,247.9,2,201612,6,2.103,35
40329360,2,247.9,2,201612,1,1.2970000000000002,100
40329360,2,247.9,2,201612,2,2.7489999999999997,28
40329360,2,247.9,2,201612,3,3.048,25
40329484,1,208.7,1,201611,2,26.417,57
40329484,2,208.7,1,201611,2,26.417,57
40329574,2,240.2,2,201702,2,14.346,50
40329632,1,220.1,1,201612,2,4.96,15
40329637,1,216.4,2,201612,2,5.508,27
40329637,2,216.4,2,201612,2,2.364,24
40329638,1,244.0,4,201701,2,32.653,50
40329673,1,230.1,6,201703,2,36.168,95
40329683,1,291.7,1,201704,2,14.906,45
40329683,1,291.7,1,201704,4,15.86,45
40329683,2,291.7,1,201704,2,23.774,85
40329705,1,286.7,4,201703,2,21.175,60
40329705,2,286.7,4,201703,2,29.408,105
40329705,3,286.7,4,201703,2,17.393,60
40329835,1,252.2,4,201703,2,33.059,49
40329835,2,252.2,4,201703,2,17.168,75
40329960,1,274.3,3,201701,2,13.454,100
40329960,2,274.3,3,201701,2,220.859,275
40329964,1,237.7,6,201703,2,18.37,68
40329964,2,237.7,6,201703,2,13.045,55
40330022,1,255.3,1,201701,2,2.769,20
40330085,2,243.3,1,201701,4,12.167,80
40330104,1,247.9,5,201612,2,16.832,42
40330128,1,252.2,2,201703,2,61.125,100
40330128,2,252.2,2,201703,2,61.125,100
40330164,2,219.1,4,201612,2,13.588999999999999,60
40330208,2,223.0,1,201612,1,0.836,10
40330333,1,263.2,4,201701,2,22.448,50
40330441,1,260.4,3,201704,2,31.667,105
40330441,2,260.4,3,201704,2,20.801000000000002,66
40330455,1,255.8,5,201702,2,15.361,40
40330455,2,255.8,5,201702,2,7.591,45
40330464,1,220.5,4,201703,1,0.634,9
40330464,1,220.5,4,201703,2,38.312,85
40330501,1,245.8,4,201611,2,8.57,70
40330501,2,245.8,4,201611,2,8.57,50
40330510,1,281.9,1,201702,2,13.661999999999999,55
40330510,2,281.9,1,201702,2,6.601,25
40330515,1,271.2,1,201611,1,0.159,10
40330538,1,274.8,4,201701,1,0.562,10
40330538,1,274.8,4,201701,2,51.704,140
40330538,2,274.8,4,201701,1,0.244,10
40330538,2,274.8,4,201701,2,12.659,70
40330621,1,292.0,5,201703,1,0.365,25
40330621,1,292.0,5,201703,2,155.2,285
40330667,1,265.9,6,201612,1,1.62,30
40330667,1,265.9,6,201612,2,2.645,15
40330688,1,218.1,3,201702,2,90.44800000000001,120
40330688,1,218.1,3,201702,3,3.619,45
40330688,2,218.1,3,201702,2,215.59,275
40330688,3,218.1,3,201702,2,11.405999999999999,50
40330688,4,218.1,3,201702,2,53.596,105
40330712,1,209.2,6,201612,2,37.397999999999996,102
40330712,2,209.2,6,201612,2,55.053,112
40330838,1,265.9,3,201612,3,13.949,45
40330838,2,265.9,3,201612,2,26.033,85
40330838,3,265.9,3,201612,2,6.202,30
40330889,1,236.8,5,201703,2,166.12199999999999,237
40330936,1,274.3,5,201701,2,115.795,210
40330936,2,274.3,5,201701,2,10.237,25
40330940,1,262.3,2,201612,2,36.643,93
40330940,2,262.3,2,201612,2,44.57599999999999,73
40331095,1,219.0,4,201702,2,57.082,120
40331095,2,219.0,4,201702,2,21.058,75
40331115,1,203.2,4,201611,2,4.458,20
40331174,1,263.8,4,201611,1,4.778,56
40331174,1,263.8,4,201611,2,62.814,85
40331174,2,263.8,4,201611,1,0.386,21
40331174,2,263.8,4,201611,2,23.89,70
40331313,2,257.1,4,201702,2,20.971,58
40331314,2,219.9,6,201703,1,2.0,60
40331314,2,219.9,6,201703,2,9.354,55
40331318,1,292.0,5,201703,1,2.086,50
40331318,1,292.0,5,201703,2,27.419,120
40331372,1,202.1,2,201611,2,20.201,115
40331372,2,202.1,2,201611,2,3.303,30
40331372,2,202.1,2,201611,10,16.457,85
40331404,1,247.9,7,201612,1,1.6,45
40331404,2,247.9,7,201612,2,34.364999999999995,85
40331486,1,271.2,6,201611,2,86.79599999999999,90
40331520,1,292.1,2,201704,2,11.321,41
40331520,2,292.1,2,201704,2,1.372,10
40331535,1,236.8,4,201703,1,0.544,12
40331535,1,236.8,4,201703,2,30.360000000000003,73
40331559,1,230.6,3,201701,2,20.325000000000003,51
40331559,2,230.6,3,201701,2,1.87,10
40331570,1,202.1,3,201611,2,40.08,114
40331570,2,202.1,3,201611,2,36.999,117
40331570,3,202.1,3,201611,1,3.892,61
40331623,1,230.6,3,201703,2,61.028999999999996,95
40331623,2,230.6,3,201703,1,3.166,65
40331623,2,230.6,3,201703,2,26.912,100
40331624,1,247.9,2,201704,1,0.27,6
40331624,1,247.9,2,201704,2,30.267,59
40331624,2,247.9,2,201704,2,42.172000000000004,71
40331684,1,218.8,4,201703,2,16.435,60
40331684,2,218.8,4,201703,2,15.175,44
40331707,1,236.6,4,201702,1,1.3479999999999999,38
40331748,1,245.4,4,201704,2,9.365,28
40331766,1,250.1,3,201612,2,75.32,105
40331838,1,243.2,3,201611,2,19.973,45
40331838,2,243.2,3,201611,2,80.295,105
40331838,3,243.2,3,201611,2,20.250999999999998,45
40331859,1,227.9,2,201702,1,2.229,107
40331859,1,227.9,2,201702,2,7.487,67
40331859,2,227.9,2,201702,2,2.933,23
40331881,1,292.0,6,201703,2,109.99900000000001,190
40331881,2,292.0,6,201703,2,109.99900000000001,190
40331906,1,265.9,4,201612,1,2.8049999999999997,73
40331906,1,265.9,4,201612,2,18.430999999999997,61
40331906,2,265.9,4,201612,1,0.894,25
40331906,2,265.9,4,201612,2,32.498,112
40331906,3,265.9,4,201612,2,2.654,15
40331906,3,265.9,4,201612,7,6.774,20
40331913,1,260.4,3,201704,2,20.984,65
40331913,2,260.4,3,201704,2,20.984,65
40331913,3,260.4,3,201704,2,0.552,14
40331913,3,260.4,3,201704,6,59.647999999999996,157
40331913,4,260.4,3,201704,2,55.566,125
40331913,4,260.4,3,201704,6,59.981,132
40331926,1,271.2,5,201611,2,59.275000000000006,150
40332158,1,264.9,5,201701,1,0.152,1
40332158,1,264.9,5,201701,2,16.083,38
40332158,2,264.9,5,201701,2,27.493000000000002,51
40332158,3,264.9,5,201701,2,19.262999999999998,56
40332213,1,218.1,5,201703,2,47.376000000000005,107
40332213,2,218.1,5,201703,2,68.985,151
40332236,1,223.3,5,201701,1,0.222,15
40332236,1,223.3,5,201701,2,55.017,100
40332264,1,208.7,5,201611,2,29.582,60
40332278,1,253.0,7,201703,1,1.0,43
40332278,1,253.0,7,201703,2,65.227,187
40332278,2,253.0,7,201703,2,65.227,187
40332327,1,247.3,5,201611,1,1.292,20
40332327,1,247.3,5,201611,2,42.82,65
40332378,1,264.9,3,201701,2,82.334,123
40332378,2,264.9,3,201701,2,14.584,55
40332381,2,225.8,3,201701,2,8.708,65
40332387,1,210.8,5,201611,2,2.948,20
40332392,1,208.7,4,201611,1,5.438,101
40332392,1,208.7,4,201611,2,2.165,20
40332417,1,262.3,1,201612,2,79.514,125
40332440,1,253.8,5,201703,2,35.148,260
40332440,2,253.8,5,201703,2,27.188,130
40332445,1,227.6,2,201703,1,0.31,20
40332445,1,227.6,2,201703,2,19.781,43
40332445,2,227.6,2,201703,1,0.31,18
40332445,2,227.6,2,201703,2,21.97,29
40332466,1,225.1,5,201701,1,0.039,1
40332466,1,225.1,5,201701,2,17.09,42
40332466,2,225.1,5,201701,1,0.039,3
40332466,2,225.1,5,201701,2,17.09,35
40332479,1,223.3,4,201701,2,20.463,60
40332479,2,223.3,4,201701,2,47.283,75
40332486,1,292.0,7,201703,1,5.0,1
40332486,1,292.0,7,201703,2,28.297,30
40332486,2,292.0,7,201703,2,34.335,54
40332486,3,292.0,7,201703,2,26.011,80
40332486,4,292.0,7,201703,2,12.228,40
40332498,1,274.3,2,201701,2,12.655000000000001,56
40332510,1,252.8,5,201703,2,20.134999999999998,79
40332530,1,292.1,1,201704,2,32.158,40
40332642,1,218.3,6,201702,2,42.192,91
40332688,1,236.9,2,201703,2,26.887,90
40332688,2,236.9,2,201703,2,57.846000000000004,105
40332695,1,208.7,4,201611,2,10.684,37
40332713,1,274.8,5,201701,1,2.299,50
40332713,1,274.8,5,201701,2,0.54,4
40332713,1,274.8,5,201701,7,2.043,25
40332713,2,274.8,5,201701,1,0.48,15
40332713,2,274.8,5,201701,2,193.774,226
40332784,1,292.0,3,201703,1,2.222,60
40332784,1,292.0,3,201703,2,1.388,29
40332902,1,212.7,7,201611,1,2.282,4
40332902,1,212.7,7,201611,2,16.973,34
40332902,2,212.7,7,201611,1,2.282,4
40332902,2,212.7,7,201611,2,16.973,34
40332964,1,274.8,5,201701,2,15.543,62
40332988,1,291.8,4,201703,1,0.71,15
40332988,1,291.8,4,201703,2,58.414,86
40333001,1,286.7,3,201702,2,5.249,25
40333073,1,251.6,3,201612,2,10.641,38
40333203,1,265.9,6,201612,2,40.689,105
40333203,2,265.9,6,201612,2,19.15,45
40333203,2,265.9,6,201612,4,19.638,65
40333269,1,246.5,2,201701,4,37.510999999999996,240
40333279,1,225.8,5,201701,2,31.789,115
40333302,1,225.1,5,201701,2,71.253,139
40333302,2,225.1,5,201701,1,14.011,50
40333302,2,225.1,5,201701,2,17.727,32
40333302,2,225.1,5,201701,6,34.711,45
40333306,1,218.8,6,201703,2,26.744,59
40333408,1,223.3,6,201701,2,43.814,107
40333408,2,223.3,6,201701,2,41.035,87
40333431,1,230.8,6,201612,2,31.239,85
40333431,2,230.8,6,201612,2,31.239,85
40333515,1,265.9,1,201701,2,11.054,55
40333533,1,227.9,6,201702,2,5.212,20
40333552,1,246.9,5,201701,2,31.081,150
40333552,2,246.9,5,201701,2,10.504,45
40333566,1,217.4,6,201611,2,29.174,82
40333566,2,217.4,6,201611,1,1.22,30
40333566,2,217.4,6,201611,2,6.4350000000000005,31
40333566,2,217.4,6,201611,4,57.624,135
40333585,1,236.2,1,201702,1,1.938,12
40333585,1,236.2,1,201702,2,254.463,270
40333585,2,236.2,1,201702,1,1.939,12
40333585,2,236.2,1,201702,2,254.463,270
40333638,1,202.1,3,201611,2,25.281,65
40333638,2,202.1,3,201611,2,6.718,30
40333678,1,255.3,5,201612,2,12.314,75
40333683,1,225.8,2,201701,2,31.205000000000002,70
40333723,1,252.2,5,201703,2,10.806000000000001,35
40333723,2,252.2,5,201703,2,8.372,30
40333740,1,243.3,3,201701,2,24.707,61
40333740,2,243.3,3,201701,1,0.75,45
40333740,2,243.3,3,201701,3,12.112,90
40333760,1,256.3,3,201702,2,46.468,113
40333760,2,256.3,3,201702,2,33.202,87
40333793,1,218.1,4,201703,1,1.196,10
40333838,1,212.7,2,201611,2,20.175,65
40333838,2,212.7,2,201611,2,7.104,30
40333865,1,226.0,6,201612,2,11.690999999999999,35
40333865,1,226.0,6,201612,3,7.0,120
40333865,2,226.0,6,201612,2,27.004,60
40333887,1,223.3,1,201701,2,21.779,53
40333947,1,294.1,1,201704,2,80.834,118
40334028,1,232.4,6,201611,2,80.316,147
40334089,1,252.2,6,201703,2,41.818,68
40334099,1,255.8,4,201702,2,66.38,105
40334099,2,255.8,4,201702,2,42.723,95
40334117,1,219.0,2,201702,2,4.201,18
40334171,1,263.8,7,201612,2,7.805,42
40334171,2,263.8,7,201612,1,0.58,4
40334171,2,263.8,7,201612,2,14.384,68
40334175,1,230.8,5,201612,2,20.667,120
40334175,2,230.8,5,201612,2,5.577,42
40334211,1,291.7,5,201703,1,6.163,62
40334211,2,291.7,5,201703,1,1.838,55
40334211,2,291.7,5,201703,2,33.423,85
40334244,1,247.9,5,201612,2,37.674,75
40334244,2,247.9,5,201612,2,28.575,50
40334253,1,252.8,2,201703,1,0.395,25
40334254,1,230.2,7,201702,2,36.135999999999996,93
40334254,2,230.2,7,201702,2,36.135999999999996,78
40334284,1,257.1,2,201702,2,4.293,60
40334297,1,202.1,1,201612,2,22.316,68
40334297,2,202.1,1,201612,2,17.391000000000002,54
40334304,1,274.3,1,201701,2,5.278,35
40334304,2,274.3,1,201701,2,5.277,40
40334322,1,223.5,6,201611,1,2.0,45
40334337,1,292.0,4,201703,2,41.538,62
40334337,2,292.0,4,201703,2,90.596,110
40334345,1,255.3,5,201612,7,4.9190000000000005,55
40334349,1,242.6,6,201612,7,2.039,30
40334364,1,280.1,1,201702,1,2.0,105
40334364,1,280.1,1,201702,2,26.397,60
40334364,2,280.1,1,201702,2,28.508,45
40334364,2,280.1,1,201702,4,47.050999999999995,75
40334364,2,280.1,1,201702,8,1019.873,165
40334374,1,291.7,1,201704,2,59.931,156
40334384,1,263.8,7,201612,1,0.804,20
40334384,1,263.8,7,201612,4,3.09,60
40334452,1,210.8,2,201611,2,24.25,125
40334454,1,208.7,2,201611,2,15.515,63
40334454,2,208.7,2,201611,2,12.431000000000001,24
40334454,3,208.7,2,201611,2,12.431000000000001,25
40334475,1,203.2,3,201611,2,15.527,62
40334491,1,276.6,6,201702,1,2.566,45
40334509,1,274.6,3,201701,2,25.854,50
40334563,1,264.5,2,201704,2,29.178,59
40334563,2,264.5,2,201704,2,9.416,37
40334583,1,291.7,4,201703,2,28.003999999999998,75
40334583,2,291.7,4,201703,2,16.567999999999998,75
40334599,1,219.1,6,201612,2,4.586,25
40334599,2,219.1,6,201612,2,35.461,105
40334619,1,218.1,2,201702,2,15.775,47
40334619,1,218.1,2,201702,4,116.541,187
40334620,1,274.8,6,201701,2,21.769,97
40334620,2,274.8,6,201701,2,12.479,65
40334620,3,274.8,6,201701,2,7.002000000000001,34
40334620,3,274.8,6,201701,4,5.916,35
40334644,1,236.9,5,201703,1,2.044,30
40334644,1,236.9,5,201703,2,76.826,200
40334644,2,236.9,5,201703,1,0.126,5
40334644,2,236.9,5,201703,2,14.626000000000001,50
40334681,1,218.3,3,201702,2,24.448,57
40334681,1,218.3,3,201702,3,5.0,35
40334720,1,218.6,5,201703,4,4.9190000000000005,80
40334912,1,274.6,5,201702,2,18.402,60
40334975,1,219.0,4,201702,1,0.375,9
40334975,1,219.0,4,201702,2,28.641,76
40334975,2,219.0,4,201702,1,3.0,45
40335000,1,290.3,5,201703,1,0.826,25
40335015,1,218.1,6,201703,1,1.79,25
40335015,1,218.1,6,201703,2,26.92,86
40335015,2,218.1,6,201703,2,22.531,59
40335060,2,208.7,6,201611,2,51.999,75
40335094,1,295.1,6,201704,2,12.913,25
40335110,1,250.1,6,201612,5,130.282,270
40335110,2,250.1,6,201612,2,3.004,10
40335149,1,262.3,5,201612,2,8.269,40
40335267,1,225.1,2,201701,1,3.648,89
40335343,3,252.8,4,201703,2,14.306999999999999,30
40335377,1,218.8,5,201703,1,2.368,120
40335377,1,218.8,5,201703,2,8.298,34
40335393,1,208.7,3,201611,2,16.958,65
40335421,1,263.8,3,201611,2,60.514,120
40335421,2,263.8,3,201611,2,24.427,42
40335443,1,212.7,2,201611,2,17.954,37
40335443,2,212.7,2,201611,2,14.075,61
40335470,1,216.4,3,201612,2,16.712,35
40335547,1,252.8,3,201703,2,6.143,27
40335547,3,252.8,3,201703,1,0.118,4
40335547,3,252.8,3,201703,2,6.143,27
40335568,1,238.2,4,201702,2,13.962,45
40335599,1,245.8,6,201611,2,22.804000000000002,45
40335599,2,245.8,6,201611,2,22.804000000000002,45
40335623,1,230.6,2,201703,2,24.495,70
40335630,1,263.8,4,201611,2,10.171,25
40335643,1,223.6,1,201704,1,2.0,30
40335643,1,223.6,1,201704,2,36.6,95
40335739,1,290.3,5,201703,2,49.732,100
40335739,2,290.3,5,201703,2,7.225,30
40335745,1,274.8,1,201701,2,31.7,79
40335745,2,274.8,1,201701,2,22.334,47
40335813,1,291.7,6,201703,1,0.042,2
40335813,1,291.7,6,201703,2,40.351,145
40335813,1,291.7,6,201703,3,1.5,20
