HOUSEID,PERSONID,DRIVER,EDUC,R_AGE,R_RACE,R_SEX_IMP,WORKER
40741949,2,1,2,65,1,2,2
40741949,3,2,2,82,1,2,2
40741990,1,1,4,48,1,2,1
40741990,2,1,3,49,2,1,1
40741990,3,1,1,18,2,1,2
40741990,4,1,1,17,2,1,2
40741993,1,1,4,62,1,1,2
40742061,1,1,3,66,1,2,1
40742080,1,1,3,84,1,2,2
40742080,2,2,2,48,1,1,2
40742112,1,1,5,92,1,1,2
40742168,1,1,5,50,2,1,1
40742168,2,1,4,45,2,2,1
40742177,1,1,3,32,3,2,1
40742177,2,1,4,34,3,1,1
40742188,1,1,4,30,1,2,1
40742188,2,1,3,29,1,1,1
40742245,1,1,4,71,1,1,2
40742328,1,1,5,68,1,2,2
40742328,2,1,3,67,1,1,2
40742338,1,1,5,56,2,1,1
40742368,1,1,5,83,1,2,2
40742370,1,1,5,73,1,2,2
40742370,2,1,5,74,1,1,1
40742377,1,1,3,71,1,1,2
40742377,2,1,3,70,1,2,2
40742427,1,1,3,57,1,1,1
40742474,1,1,3,49,2,2,1
40742474,2,1,4,30,6,2,1
40742494,1,1,5,73,1,2,2
40742494,2,1,5,74,1,1,2
40742514,1,1,5,72,1,1,2
40742514,2,1,4,69,1,2,2
40742561,1,1,4,74,6,1,2
40742561,2,1,4,71,1,1,1
40742622,1,1,3,80,1,2,1
40742687,1,1,5,69,1,2,1
40742692,1,1,2,27,1,2,2
40742692,2,1,2,27,1,1,1
40742697,1,1,4,58,2,1,2
40742697,2,1,3,58,2,2,1
40742717,1,1,3,36,3,1,1
40742717,2,1,3,35,1,2,2
40742727,1,1,5,31,1,2,1
40742727,2,1,5,32,1,1,1
40742763,1,1,5,78,3,2,1
40742786,1,1,5,27,3,2,1
40742872,1,1,5,53,1,1,1
40742872,2,1,3,54,1,2,1
40742872,3,1,4,24,1,1,1
40742904,1,1,4,57,1,1,1
40742904,2,1,4,23,1,1,1
40742918,1,1,5,61,1,1,1
40742935,1,1,4,24,3,1,1
40742940,1,1,2,84,1,2,2
40742965,1,1,2,80,1,2,2
40742965,2,1,1,84,1,1,2
40743014,1,1,3,68,1,2,1
40743075,1,2,2,85,2,2,2
40743110,1,1,4,50,2,2,1
40743127,1,1,3,65,2,2,2
40743132,1,1,1,28,3,1,1
40743132,2,2,1,36,3,1,2
40743132,3,2,1,33,3,2,2
40743163,1,1,2,48,1,2,2
40743163,2,1,1,55,1,1,2
40743163,3,1,1,17,1,1,2
40743171,1,1,5,71,1,1,1
40743171,2,1,5,72,1,2,1
40743212,1,1,2,76,1,1,2
40743212,2,2,2,74,1,2,2
40743251,1,1,5,38,3,2,1
40743272,1,1,5,32,1,2,1
40743280,1,1,3,59,1,1,1
40743280,2,1,5,23,1,1,1
40743343,1,1,4,58,2,1,2
40743343,2,1,2,49,2,2,1
40743343,3,2,1,77,2,2,2
40743343,4,1,2,24,2,1,1
40743350,1,2,4,57,2,2,1
40743350,2,2,4,57,2,1,1
40743393,1,1,1,25,97,1,2
40743393,2,1,2,25,97,2,1
40743400,1,1,4,68,1,1,2
40743400,2,1,5,67,1,2,2
40743444,1,1,2,57,1,2,1
40743444,2,1,2,67,1,1,2
40743445,1,1,4,27,1,2,1
40743505,1,1,3,86,1,1,2
40743505,2,2,2,85,1,2,2
40743603,1,1,3,76,1,2,1
40743607,1,1,5,31,6,2,1
40743607,2,1,5,32,2,1,1
40743618,1,1,4,27,1,1,1
40743618,2,1,4,25,1,1,1
40743628,1,1,4,63,1,1,1
40743628,2,1,4,62,1,2,1
40743629,1,2,2,74,1,2,2
40743629,2,1,2,77,1,1,2
40743631,1,1,3,57,1,2,1
40743687,1,1,5,69,1,2,2
40743687,2,1,4,58,1,2,2
40743733,1,1,4,25,2,2,1
40743759,1,1,5,38,3,1,2
40743759,2,1,5,37,3,2,2
40743760,1,1,5,50,1,2,1
40743760,2,1,4,51,1,1,1
40743831,1,1,5,64,1,1,1
40743831,2,1,2,59,1,2,1
40743867,1,2,2,33,2,2,2
40743962,1,1,5,57,1,2,1
40744003,1,1,3,34,1,2,1
40744037,1,1,2,79,2,1,2
40744215,1,1,3,55,1,1,1
40744220,1,1,5,72,3,1,2
40744220,2,1,4,62,3,2,2
40744249,1,1,5,38,3,1,1
40744249,2,1,5,37,3,2,1
40744289,1,1,4,67,1,1,2
40744289,2,1,5,63,1,2,2
40744318,1,1,2,53,1,1,1
40744318,2,1,4,25,1,2,1
40744318,3,1,3,26,1,1,1
40744417,1,1,2,81,1,1,2
40744417,2,1,2,81,1,2,2
40744458,1,1,4,34,3,1,1
40744458,2,1,4,38,3,2,1
40744557,1,1,5,79,1,1,2
40744557,2,1,3,74,1,2,2
40744564,1,1,2,82,1,2,2
40744568,1,1,3,52,1,1,1
40744568,2,1,4,50,1,2,1
40744586,1,1,5,63,2,1,2
40744586,2,1,4,62,2,2,1
40744631,1,1,4,46,97,1,2
40744631,2,1,3,44,97,2,1
40744631,3,1,2,18,97,1,1
40744660,1,1,3,67,1,1,2
40744665,1,1,4,32,3,1,1
40744665,2,1,3,22,3,2,2
40744677,1,1,3,56,1,2,1
40744678,1,1,4,77,2,1,2
40744678,2,1,5,63,2,2,2
40744703,1,1,3,60,1,2,1
40744735,1,1,4,62,1,1,1
40744735,2,1,3,61,1,2,2
40744735,3,1,3,25,1,1,1
40744759,1,1,5,37,1,2,1
40744759,2,1,4,37,1,1,1
40744775,1,1,5,37,1,2,1
40744775,2,1,2,42,1,1,1
40744816,1,1,3,62,3,2,2
40744876,1,1,2,48,1,2,1
40744957,1,1,5,53,6,2,1
40744957,2,1,5,92,1,1,2
40744980,1,1,4,53,1,2,1
40744992,1,1,4,65,1,1,2
40745065,1,1,5,85,1,1,2
40745121,1,1,4,55,97,2,1
40745121,2,1,3,63,97,1,1
40745137,1,1,4,82,1,1,2
40745137,2,1,2,62,1,2,1
40745144,1,1,3,78,1,1,2
40745160,1,1,4,34,6,2,1
40745160,2,1,3,32,6,1,1
40745197,1,1,4,75,6,2,2
40745197,2,1,3,78,6,1,2
40745242,1,1,4,77,1,1,2
40745242,2,1,3,66,1,2,1
40745248,1,1,3,49,1,1,2
40745248,2,2,1,92,1,2,2
40745296,1,1,2,92,1,2,2
40745312,1,1,5,87,1,1,2
40745312,2,1,4,81,1,2,2
40745387,1,1,4,60,1,2,1
40745387,2,1,3,60,1,1,1
40745394,1,1,5,68,1,2,2
40745394,2,1,4,69,1,1,2
40745440,1,1,5,66,1,1,2
40745440,2,1,4,60,1,2,2
40745440,3,1,3,34,1,1,1
40745450,1,1,4,70,1,1,2
40745450,2,1,3,68,1,2,2
40745491,1,1,5,68,1,1,2
40745491,2,1,4,52,1,2,2
40745491,3,1,2,18,1,2,2
40745491,4,1,1,16,1,2,1
40745535,1,2,4,71,3,2,2
40745535,2,1,3,77,3,1,2
40745535,3,1,4,40,3,2,1
40745577,1,1,4,78,1,1,2
40745577,2,1,4,76,1,2,2
40745586,1,2,1,57,1,2,2
40745741,1,1,3,67,1,1,2
40745745,1,1,5,33,1,1,1
40745745,2,1,5,30,1,2,1
40745761,1,1,4,28,3,1,1
40745814,1,1,2,82,1,2,2
40745852,1,1,4,69,1,1,1
40745852,2,1,4,64,1,2,1
40745880,1,1,4,24,1,2,1
40745907,1,1,3,58,1,2,1
40745914,1,1,4,66,1,1,1
40745922,1,1,5,46,1,1,1
40745953,1,1,4,73,1,2,2
40746001,1,1,4,54,1,2,1
40746001,2,1,5,53,1,1,1
40746057,1,1,4,55,2,2,1
40746057,2,1,3,24,2,2,1
40746067,1,1,5,54,2,1,1
40746067,2,1,2,50,2,2,1
40746083,1,1,3,61,1,2,1
40746083,2,1,3,58,1,1,1
40746083,3,1,2,46,1,2,1
40746225,1,1,3,74,1,1,2
40746225,2,1,2,73,1,2,2
40746271,1,1,4,70,1,1,2
40746271,2,1,4,64,1,2,1
40746278,1,1,5,67,1,2,1
40746280,1,1,2,85,1,1,2
40746280,2,2,2,84,1,2,2
40746333,1,1,4,51,1,2,1
40746333,2,1,2,61,1,1,1
40746376,1,1,5,30,1,2,1
40746385,1,1,4,31,3,1,1
40746385,2,1,4,28,3,2,2
40746485,1,1,4,46,1,1,1
40746503,1,1,5,82,1,1,2
40746503,2,1,5,82,1,2,2
40746504,1,1,4,46,1,2,2
40746504,2,1,4,47,1,1,1
40746529,1,1,5,56,3,2,2
40746599,1,1,4,79,1,1,2
40746613,1,1,3,72,1,1,2
40746646,1,1,5,55,1,1,1
40746646,2,1,4,60,6,2,1
40746649,1,2,2,92,1,2,2
40746650,1,1,4,49,1,1,1
40746650,2,1,5,52,3,2,1
40746662,1,1,3,62,1,1,1
40746662,2,1,3,63,1,2,1
40746727,1,1,5,65,1,2,1
40746763,1,2,2,63,1,2,2
40746773,1,1,2,76,1,2,2
40746773,2,1,4,29,1,1,1
40746886,1,1,3,59,1,2,1
40746886,2,1,3,62,1,1,1
40746915,1,1,3,50,1,2,1
40746915,2,1,4,43,1,1,2
40746979,1,1,5,70,1,1,1
40746979,2,1,4,67,1,2,2
40747008,1,1,2,80,1,1,2
40747008,2,1,2,69,1,2,2
40747046,1,1,5,69,1,1,2
40747046,2,1,5,70,1,2,2
40747077,1,1,4,71,1,1,2
40747077,2,1,3,56,1,2,2
40747172,1,1,3,58,1,2,1
40747172,2,1,3,66,1,1,1
40747172,3,1,4,22,1,1,2
40747172,4,1,3,19,1,2,2
40747181,1,1,4,23,1,2,1
40747186,1,1,5,63,1,2,1
40747186,2,1,4,34,1,1,1
40747214,1,1,4,83,1,1,1
40747214,2,1,3,73,1,2,1
40747235,1,1,5,69,1,1,2
40747247,1,1,2,66,1,1,2
40747247,2,1,2,66,1,2,2
40747309,1,1,4,26,1,2,1
40747309,2,1,3,29,1,1,1
40747309,3,1,3,62,1,2,2
40747401,1,1,5,67,1,1,1
40747401,2,1,4,72,1,2,2
40747475,1,1,2,74,1,2,2
40747506,1,1,2,63,1,1,1
40747550,1,1,5,42,2,2,1
40747610,1,1,3,74,1,1,2
40747610,2,1,4,72,1,2,2
40747623,1,2,1,52,2,1,2
40747652,1,1,5,62,3,2,1
40747652,2,1,4,65,1,1,2
40747700,1,2,4,25,1,1,1
40747748,1,2,3,45,1,2,1
40747748,2,1,2,57,2,1,1
40747758,1,1,3,67,1,1,2
40747759,1,1,5,38,1,1,1
40747759,2,1,4,38,1,2,1
40747772,1,1,5,36,1,1,1
40747772,2,1,5,35,1,2,1
40747811,1,1,3,54,1,2,1
40747811,2,1,3,21,1,1,1
40747836,1,1,3,74,1,1,2
40747836,2,1,2,70,1,2,2
40747876,1,1,4,43,97,2,1
40747898,1,1,4,63,1,2,1
40747902,1,1,5,29,1,1,1
40747902,2,1,5,32,1,1,1
40747973,1,1,4,30,3,2,1
40747982,1,1,5,30,97,2,2
40747982,2,2,5,28,1,2,2
40748070,1,1,5,53,3,2,1
40748164,1,1,3,50,1,2,1
40748164,2,1,3,60,1,1,1
40748164,3,1,2,32,1,1,2
40748191,1,1,3,64,1,2,1
40748191,2,1,3,65,1,1,1
40748191,3,1,1,17,1,1,2
40748304,1,1,5,75,1,1,2
40748304,2,1,3,67,1,2,2
40748306,1,1,1,74,2,1,2
40748306,2,2,1,17,2,2,2
40748342,1,1,3,61,1,2,1
40748342,2,1,2,61,1,1,1
40748350,1,1,4,31,1,2,2
40748350,2,1,2,31,1,1,1
40748370,1,2,4,30,3,1,1
40748378,1,1,5,75,1,1,2
40748411,1,1,5,29,1,2,1
40748460,1,1,4,22,6,2,1
40748465,1,1,5,80,2,2,2
40748491,1,1,3,56,1,2,1
40748491,2,1,2,53,1,1,1
40748497,1,1,4,51,1,2,1
40748555,1,1,4,42,1,2,1
40748555,2,1,4,39,1,1,1
40748583,1,1,4,57,1,2,1
40748583,2,1,3,53,1,1,1
40748595,1,1,5,70,1,1,2
40748595,2,1,5,61,1,2,1
40748636,1,1,2,56,1,2,2
40748636,2,1,5,55,1,1,1
40748650,1,1,3,46,1,1,1
40748845,1,1,5,75,1,2,2
40748889,1,1,5,68,1,2,2
40748889,2,1,5,69,1,1,2
40748906,1,1,3,83,1,2,2
40748951,1,1,5,70,1,1,2
40748951,2,1,3,69,1,2,2
40748989,1,1,5,56,1,1,1
40748989,2,1,5,51,1,2,1
40748989,3,2,1,16,1,1,2
40749102,1,1,5,50,1,2,1
40749114,1,1,3,53,2,2,1
40749114,2,1,2,22,2,1,1
40749114,3,1,1,16,2,2,2
40749162,1,1,5,54,2,2,1
40749283,1,1,4,22,1,2,1
40749302,1,1,3,29,1,1,1
40749351,1,1,5,82,1,1,2
40749368,1,1,4,75,2,1,2
40749368,2,1,3,65,2,2,2
40749374,1,1,3,76,1,2,1
40749442,1,1,5,59,1,1,1
40749442,2,1,2,55,1,2,1
40749466,1,1,3,67,1,2,2
40749466,2,1,4,71,1,1,2
40749479,1,1,5,66,1,2,1
40749479,2,1,3,66,1,1,2
40749538,1,1,3,23,1,2,1
40749538,2,1,2,26,1,1,1
40749572,1,1,5,35,1,1,1
40749572,2,1,5,34,1,2,1
40749575,1,1,5,65,6,1,1
40749575,2,1,5,64,1,2,1
40749599,1,1,5,30,1,2,1
40749607,1,1,3,66,1,2,1
40749610,1,1,5,61,2,1,1
40749610,2,1,4,64,2,2,2
40749617,1,1,3,74,1,2,2
40749649,1,1,4,75,1,1,2
40749649,2,1,5,75,1,2,1
40749671,1,1,2,79,2,1,2
40749671,2,1,4,80,2,2,2
40749731,1,1,4,30,3,1,1
40749731,2,1,2,27,3,2,2
40749738,1,1,4,46,1,2,1
40749760,1,1,5,68,2,2,2
40749779,1,1,4,76,1,1,2
40749779,2,1,4,73,1,2,2
40749877,1,1,3,67,1,1,1
40749880,1,1,4,38,1,1,1
40749880,2,1,4,32,1,2,2
40749930,1,1,5,35,1,2,1
40749930,2,1,5,40,1,1,1
40749957,1,1,2,59,1,2,1
40749957,2,1,2,59,1,1,1
40750005,1,1,2,58,1,2,1
40750005,2,1,2,61,1,1,1
40750093,1,1,2,65,1,1,2
40750093,2,1,2,64,1,2,2
40750098,1,1,3,78,1,1,1
40750109,1,1,3,43,1,1,1
40750109,2,1,2,38,1,2,1
40750116,1,1,4,52,1,2,1
40750116,2,1,3,24,1,1,2
40750171,1,1,5,79,1,2,2
40750186,1,1,3,61,1,2,2
40750202,1,1,4,29,1,2,2
40750202,2,1,3,26,1,1,1
40750216,1,1,4,61,2,2,2
40750216,2,1,3,60,2,1,2
40750281,1,1,4,67,1,1,1
40750281,2,1,4,67,1,2,2
40750281,3,1,4,34,1,1,1
40750328,1,1,4,52,3,1,1
40750328,2,1,4,53,5,2,1
40750419,1,1,4,74,1,1,1
40750474,1,1,5,69,1,1,1
40750474,2,1,4,65,1,2,2
40750481,1,1,3,72,1,2,2
40750481,2,1,3,61,1,1,1
40750484,1,1,3,49,1,2,1
40750484,2,1,1,16,6,1,1
40750497,1,1,4,60,1,1,2
40750497,2,1,3,57,1,2,2
40750593,1,1,5,66,1,1,1
40750593,2,1,5,67,1,2,1
40750626,1,1,4,60,1,2,1
40750626,2,1,1,17,1,1,1
40750630,1,1,4,49,1,2,2
40750630,2,1,5,49,1,1,1
40750630,3,1,2,20,1,1,1
40750630,4,1,1,16,1,1,1
40750642,1,1,3,50,1,2,1
40750642,2,1,2,50,1,1,1
40750642,3,1,3,20,1,2,1
40750674,1,1,5,27,3,1,1
40750674,2,1,5,27,3,2,1
40750683,1,1,3,31,1,2,1
40750683,2,1,4,33,1,1,1
40750716,1,1,3,54,1,2,1
40750737,1,1,3,67,1,1,1
40750737,2,1,3,60,1,2,1
40750770,1,1,5,67,1,1,1
40750770,2,1,2,66,1,2,2
40750771,1,1,3,58,1,1,2
40750869,1,1,5,83,1,2,2
40750900,1,1,3,51,2,2,1
40750900,2,2,3,78,2,2,2
40750900,3,2,2,46,2,1,2
40750924,1,1,2,70,2,2,1
40750997,1,1,5,61,1,2,1
40750997,2,1,5,62,1,1,1
40751009,1,1,5,27,1,1,1
40751023,1,1,4,30,1,2,1
40751051,1,1,4,53,1,1,1
40751088,1,1,3,60,1,1,1
40751088,2,1,5,59,1,2,2
40751088,3,1,3,21,1,2,2
40751088,4,1,3,19,1,2,2
40751098,1,1,5,54,1,1,1
40751098,2,1,4,53,1,2,1
40751098,3,1,1,16,1,2,2
40751124,1,1,2,68,1,1,2
40751124,2,1,2,66,1,2,2
40751197,1,1,2,69,1,2,2
40751197,2,1,3,70,1,1,2
40751297,1,1,5,65,1,1,2
40751360,1,1,4,65,1,1,2
40751360,2,1,3,64,1,2,2
40751442,1,1,5,60,1,1,1
40751442,2,1,3,56,1,2,1
40751520,1,1,5,68,1,2,1
40751541,1,1,5,34,1,1,1
40751581,1,1,4,30,1,2,1
40751581,2,1,3,31,1,1,1
40751633,1,1,3,77,1,2,2
40751633,2,1,3,51,1,1,1
40751638,1,1,5,68,1,1,2
40751638,2,1,5,67,1,2,1
40751649,1,1,5,53,1,1,1
40751649,2,1,2,49,1,2,1
40751656,1,1,3,60,1,2,1
40751659,1,1,5,62,1,2,1
40751685,1,1,3,66,1,2,2
40751705,1,1,5,66,1,2,2
40751715,1,1,3,62,1,2,2
40751770,1,1,2,56,97,1,2
40751770,2,1,2,50,97,2,1
40751770,3,1,2,37,97,2,2
40751787,1,1,3,77,1,1,2
40751795,1,1,4,77,1,1,1
40751795,2,1,4,72,1,2,2
40751810,1,1,3,70,1,1,2
40751810,2,1,5,65,1,2,2
40751832,1,1,5,62,1,2,2
40751832,2,1,5,65,1,1,1
40751951,1,2,4,36,4,1,1
40751959,1,1,4,34,3,1,1
40751959,2,1,5,31,3,2,1
40751959,3,2,1,69,3,2,2
40752080,1,1,2,71,1,2,2
40752080,2,1,2,73,1,1,2
40752088,1,1,5,25,1,2,2
40752088,2,1,4,26,1,1,1
40752114,1,1,3,63,1,1,1
40752114,2,1,2,58,1,2,2
40752114,3,1,3,23,1,2,1
40752124,1,1,4,58,3,2,2
40752124,2,1,5,57,3,1,1
40752131,1,1,5,45,3,2,1
40752131,2,1,5,45,3,1,2
40752134,1,1,3,74,1,1,2
40752134,2,1,2,68,1,2,2
40752137,1,1,4,61,2,1,1
40752137,2,1,2,62,2,2,1
40752177,1,1,3,65,2,2,2
40752177,2,1,4,64,2,2,2
40752177,3,2,2,66,2,1,2
40752199,1,1,4,32,1,2,1
40752199,2,1,3,32,1,1,1
40752221,1,1,3,60,1,2,2
40752221,2,1,2,87,1,2,2
40752221,3,1,4,58,1,2,1
40752224,1,1,4,77,1,2,2
40752224,2,2,4,85,1,1,2
40752239,1,1,4,74,1,2,2
40752246,1,1,4,50,1,1,1
40752246,2,1,4,51,1,2,1
40752252,1,2,1,78,1,1,2
40752252,2,2,1,78,1,2,2
40752266,1,1,3,70,1,1,1
40752266,2,1,3,68,1,2,2
40752360,1,1,2,55,1,2,1
40752360,2,1,2,85,1,2,2
40752397,1,1,5,59,1,2,2
40752397,2,1,4,54,1,1,1
40752397,3,1,5,24,1,2,1
40752420,1,1,5,65,1,1,2
40752420,2,1,2,65,1,2,2
40752500,1,1,4,57,1,2,1
40752675,1,1,2,52,6,1,1
40752675,2,1,4,48,1,2,1
40752687,1,1,4,36,1,2,1
40752687,2,2,3,30,1,1,2
40752711,1,1,4,61,97,1,2
40752727,1,1,4,68,1,1,2
40752751,1,2,4,32,1,2,1
40752751,2,2,3,29,1,2,1
40752777,1,1,3,32,1,2,1
40752777,2,1,3,31,1,1,1
40752924,1,1,4,59,1,1,1
40752987,1,1,4,57,1,1,1
40752987,2,1,1,18,1,1,1
40753012,1,1,4,37,3,1,1
40753012,2,1,5,27,3,2,1
40753012,3,1,5,25,3,2,2
40753013,1,1,5,52,1,1,1
40753013,2,1,1,17,1,1,2
40753032,1,1,4,26,2,2,1
40753119,1,1,5,32,1,2,1
40753158,1,1,4,30,1,2,1
40753215,1,2,2,57,1,2,1
40753223,1,1,5,77,1,1,2
40753226,1,1,5,71,1,2,2
40753240,1,1,5,53,1,1,1
40753240,2,1,5,54,1,2,2
40753240,3,2,1,17,1,1,2
40753250,1,1,4,52,2,2,1
40753250,2,1,1,17,2,1,2
40753259,1,1,4,38,3,1,2
40753259,2,1,4,32,3,2,1
40753297,1,1,5,68,3,1,2
40753297,2,1,4,65,3,2,2
40753330,1,1,1,59,1,1,2
40753349,1,1,5,66,1,2,2
40753349,2,1,5,63,1,1,1
40753353,1,1,4,63,1,1,2
40753438,1,1,5,24,1,2,1
40753438,2,1,4,26,1,1,1
40753446,1,1,5,31,1,2,1
40753458,1,1,4,38,1,2,1
40753458,2,1,4,38,1,1,1
40753470,1,1,3,40,4,2,1
40753470,2,1,3,47,4,1,1
40753470,3,1,3,21,4,2,1
40753470,4,2,1,16,4,1,2
40753501,1,1,5,46,1,2,2
40753501,2,1,5,46,1,1,1
40753550,1,1,5,77,1,2,2
40753578,1,1,2,50,6,1,2
40753578,2,1,2,48,1,2,1
40753657,1,1,4,42,1,1,1
40753776,1,1,5,31,1,2,2
40753776,2,1,5,35,1,1,1
40753790,1,1,5,74,1,1,1
40753805,1,1,4,56,1,1,1
40753805,2,2,3,20,1,1,2
40753820,1,1,4,66,1,2,2
40753820,2,1,5,68,1,1,2
40753830,1,1,3,64,2,2,2
40753845,1,1,5,78,1,1,2
40753845,2,1,5,67,1,2,2
40753879,1,1,5,76,1,2,1
40753879,2,1,5,69,1,1,2
40753949,1,1,5,66,1,1,1
40753949,2,1,4,67,1,2,2
40753963,1,1,5,86,1,2,2
40754089,1,1,3,40,1,2,1
40754089,2,1,4,46,1,1,1
40754089,3,1,1,18,1,1,2
40754121,1,1,3,71,97,2,2
40754124,1,1,5,55,1,2,1
40754125,1,1,2,74,6,2,2
40754125,2,1,2,76,6,1,2
40754141,1,1,3,56,1,2,2
40754141,2,1,3,56,1,1,2
40754185,1,1,4,65,1,1,1
40754185,2,1,3,63,1,2,2
40754185,3,1,3,36,1,1,1
40754213,1,1,2,82,1,2,2
40754332,1,1,3,75,1,2,2
40754332,2,1,3,70,1,1,2
40754335,1,1,3,60,1,1,1
40754335,2,1,2,61,1,2,1
40754391,1,1,2,63,1,1,1
40754391,2,2,1,61,97,2,2
40754393,1,1,4,56,1,1,1
40754393,2,1,3,57,1,2,1
40754411,1,1,3,56,1,1,1
40754485,1,1,2,58,1,2,1
40754485,2,1,2,66,1,1,2
40754500,1,1,3,61,1,2,2
40754500,2,1,3,66,1,1,2
40754518,1,1,5,70,6,1,1
40754518,2,1,3,66,1,2,2
40754536,1,1,5,80,1,2,2
40754562,1,1,5,66,1,1,2
40754562,2,1,3,68,1,2,2
40754563,1,1,4,38,1,2,1
40754717,1,1,5,31,1,1,1
40754717,2,1,4,27,1,2,2
40754857,1,1,5,61,1,1,2
40754864,1,1,4,58,2,1,1
40754864,2,1,3,48,2,2,1
40754864,3,1,3,24,2,2,1
40754881,1,1,4,84,1,1,2
40754881,2,1,4,84,1,2,2
40754901,1,1,3,69,1,2,2
40754921,1,1,4,64,1,2,2
40754921,2,1,4,66,1,1,2
40754970,1,1,3,65,3,1,1
40754970,2,1,3,60,3,2,2
40754978,1,1,4,66,1,2,2
40754978,2,1,4,68,1,1,1
40755053,1,1,3,39,1,2,1
40755053,2,1,3,32,1,1,1
40755053,3,2,1,16,1,1,2
40755063,1,1,2,57,1,1,2
40755098,1,1,5,28,97,1,1
40755098,2,1,3,23,97,2,1
40755100,1,1,4,29,1,2,1
40755100,2,1,2,30,1,1,1
40755103,1,1,3,20,97,1,1
40755103,2,1,3,29,97,2,2
40755103,3,1,2,61,97,1,1
40755103,4,2,2,59,97,2,2
40755154,1,1,4,68,1,2,2
40755198,1,1,5,69,1,1,2
40755198,2,1,2,63,1,2,2
40755224,1,1,4,63,1,2,1
40755252,1,1,2,77,1,2,2
40755257,1,1,5,80,3,1,2
40755258,1,1,2,61,1,2,1
40755258,2,1,3,66,1,1,1
40755264,1,1,4,63,1,1,1
40755264,2,1,1,53,1,1,2
40755272,1,1,4,70,1,1,2
40755272,2,1,4,71,1,2,2
40755318,1,1,3,35,1,2,1
40755343,1,1,3,57,6,2,1
40755343,2,1,2,56,1,1,1
40755346,1,1,2,34,3,2,2
40755346,2,1,4,33,97,1,1
40755399,1,1,3,54,1,1,1
40755399,2,1,2,47,1,2,1
40755435,1,2,1,74,97,2,2
40755496,1,2,3,66,1,2,2
40755523,1,1,3,37,1,2,1
40755523,2,1,3,38,1,1,1
40755548,1,1,3,44,1,1,2
40755550,1,1,5,52,97,2,1
40755560,1,1,5,63,1,2,1
40755560,2,1,5,69,1,1,2
40755568,1,1,3,53,1,2,2
40755568,2,1,5,54,1,1,1
40755568,3,2,3,86,1,2,2
40755692,1,1,3,57,1,2,1
40755692,2,1,3,61,1,1,1
40755692,3,1,3,33,1,1,2
40755692,4,1,4,28,5,2,1
40755714,1,2,4,68,1,2,2
40755732,1,1,3,73,1,1,2
40755732,2,1,2,55,1,2,2
40755792,1,1,3,60,6,1,1
40755854,1,1,5,28,1,2,1
40755854,2,1,4,30,1,1,1
40755867,1,1,3,70,1,1,2
40755867,2,1,2,68,1,2,2
40755869,1,1,3,34,1,2,1
40755869,2,1,3,40,1,1,1
40755882,1,1,2,72,1,1,2
40755974,1,1,5,59,1,2,1
40755974,2,1,5,59,1,1,1
40756092,1,1,5,29,1,2,1
40756092,2,2,5,51,1,1,2
40756097,1,1,5,66,1,1,2
40756097,2,1,5,60,1,2,1
40756108,1,2,2,66,2,2,2
40756170,1,1,3,31,1,1,1
40756170,2,1,3,34,1,2,1
40756194,1,1,2,46,1,2,1
40756194,2,1,2,53,1,1,1
40756194,3,1,3,21,1,1,2
40756228,1,1,3,39,1,2,1
40756228,2,1,4,42,1,1,1
40756251,1,1,3,30,3,1,1
40756251,2,1,3,26,3,2,2
40756253,1,2,3,87,1,1,2
40756313,1,1,4,54,1,1,1
40756313,2,1,3,60,1,2,1
40756487,1,1,3,81,1,2,2
40756555,1,2,4,30,1,2,1
40756555,2,2,3,30,1,1,1
40756580,1,1,3,49,1,2,2
40756580,2,1,2,51,1,1,1
40756592,1,1,5,61,1,1,1
40756592,2,1,5,61,1,2,1
40756594,1,1,2,55,1,1,2
40756594,2,1,2,63,1,2,1
40756597,1,1,5,45,2,2,1
40756597,2,1,3,26,2,1,1
40756608,1,1,2,83,1,1,2
40756608,2,1,2,77,1,2,2
40756654,1,1,5,36,1,1,1
40756654,2,1,5,31,1,2,1
40756676,1,1,4,25,1,2,1
40756676,2,1,4,28,1,1,1
40756774,1,1,3,53,1,1,1
40756774,2,1,3,53,1,2,1
40756774,3,1,1,17,1,1,1
40756786,1,1,5,47,2,1,1
40756793,1,1,2,28,1,2,2
40756793,2,1,3,27,1,1,1
40756808,1,1,5,27,1,1,1
40756808,2,1,4,27,1,2,1
40756885,1,1,4,24,1,2,1
40756885,2,1,4,27,1,2,1
40756898,1,1,4,55,1,1,1
40756906,1,1,4,30,1,1,1
40756906,2,1,4,30,6,2,1
40756932,1,1,2,43,2,2,1
40756932,2,1,4,39,1,1,1
40756980,1,1,3,59,1,2,2
40756980,2,1,3,73,1,1,2
40756991,1,2,3,53,1,1,2
40756991,2,2,3,50,2,1,1
40757009,1,2,5,86,1,1,2
40757009,2,1,5,92,1,2,2
40757075,1,1,4,30,3,2,1
40757104,1,1,4,62,1,2,1
40757104,2,1,1,56,1,1,2
40757112,1,1,3,32,1,2,1
40757112,2,1,5,42,97,1,1
40757222,1,1,5,26,1,2,1
40757246,1,1,2,72,1,2,2
40757247,1,1,5,26,2,2,1
40757253,1,1,3,56,1,2,1
40757253,2,1,2,59,1,1,1
40757286,1,1,4,67,1,1,2
40757286,2,1,3,67,1,2,2
40757312,1,1,4,38,1,1,1
40757337,1,1,3,68,1,2,2
