age,home_ownership,income,vote20turnoutjb,particip_count,meeting,moneyorg,protest,online,persuade,button,loans2,diversity7,experts,compro1,compro2,pcorrect,expavoid,callout_social,callout_person,fttrump1,ftbiden1,ftobama1,ftpence1,ftyang1,ftpelosi1,ftrubio1,ftocasioc1,fthaley1,ftthomas1,ftfauci1
46,2,22,1,1,0,0,0,0,0,1,7,1,3,1,2,8,2,2,2,100,0,0,100,0,0,75,0,75,75,75
57,2,22,1,0,0,0,0,0,0,0,77,3,4,2,3,4,2,2,2,45,35,65,50,50,0,35,50,50,43,100
24,1,16,1,3,1,1,0,0,0,1,77,2,3,1,2,1,2,2,2,80,50,100,10,30,40,10,20,40,50,20
35,2,24,1,0,0,0,0,0,0,0,77,4,5,1,3,3,1,2,2,40,60,60,60,50,30,30,40,50,50,100
33,1,6,1,7,1,1,1,1,1,1,1,1,4,2,4,8,2,1,1,0,80,100,0,85,100,0,100,0,0,90
77,2,8,1,0,0,0,0,0,0,0,77,3,3,2,2,2,2,2,2,85,0,0,90,0,0,76,0,0,40,90
46,1,4,1,0,0,0,0,0,0,0,77,5,3,1,3,2,2,2,2,30,40,70,50,30,20,30,20,40,20,20
66,2,13,1,0,0,0,0,0,0,0,77,4,4,1,3,4,1,2,2,85,30,15,50,0,0,15,15,0,0,30
26,1,8,1,3,0,0,0,1,1,0,77,1,3,2,5,3,2,1,1,90,10,20,70,30,70,10,20,70,80,80
62,2,10,1,0,0,0,0,0,0,0,7,4,3,1,3,8,1,2,2,0,50,90,0,30,50,0,10,0,0,90
50,3,1,1,0,0,0,0,0,0,0,77,7,1,2,5,4,2,2,2,0,100,75,0,0,0,0,0,0,0,100
41,1,1,0,0,0,0,0,0,0,0,7,4,3,1,3,8,1,2,2,15,50,50,0,50,50,50,40,50,50,50
61,2,12,1,2,0,0,0,1,0,0,7,3,2,2,4,8,1,2,1,75,35,45,65,40,1,50,1,40,85,85
35,1,4,0,0,0,0,0,0,0,0,77,4,3,1,2,3,2,2,2,50,50,50,40,50,40,50,50,40,40,50
76,2,19,1,0,0,0,0,0,0,0,7,4,3,1,2,8,2,2,1,0,95,75,0,0,55,10,0,0,0,99
74,2,23,1,2,0,0,0,1,0,0,77,7,5,1,2,3,1,2,2,90,1,12,88,50,0,60,5,5,1,88
82,2,11,1,2,0,1,0,0,0,0,77,4,1,1,4,4,2,2,2,92,10,10,92,20,0,75,25,30,19,95
43,3,10,1,0,0,0,0,0,0,0,77,2,3,1,1,1,2,2,2,95,35,25,85,25,25,25,25,25,25,25
43,1,5,1,3,0,0,0,1,1,0,77,4,2,1,3,3,1,1,2,20,0,90,0,0,0,0,0,0,0,0
34,1,13,1,0,0,0,0,0,0,0,7,7,3,2,3,8,2,2,1,100,0,0,100,0,0,100,0,100,75,50
35,2,26,1,3,0,0,1,0,1,0,77,1,1,1,3,1,1,2,2,0,100,100,0,80,80,0,80,0,0,100
57,2,13,1,3,1,1,0,1,0,0,3,3,2,1,3,8,2,2,2,0,9,8,0,8,9,4,4,4,6,7
68,2,13,1,1,0,1,0,0,0,0,77,1,4,1,1,2,1,2,1,0,80,100,0,40,90,0,35,0,0,99
22,1,4,1,2,0,0,0,0,1,1,77,2,5,2,1,4,2,2,2,70,60,80,50,60,70,80,75,70,80,75
65,2,15,1,3,0,0,0,0,0,1,77,1,5,1,2,1,1,2,1,0,90,90,20,75,80,10,85,20,0,90
55,1,8,1,1,0,0,0,1,0,0,7,4,5,2,5,8,1,2,1,90,0,0,90,40,0,0,0,50,0,50
72,2,10,1,0,0,0,0,0,0,0,77,4,1,2,3,4,2,2,2,100,0,0,100,0,0,0,0,0,0,0
53,3,4,1,0,0,0,0,0,0,0,1,1,3,2,5,8,2,2,2,0,80,100,80,65,89,4,0,0,0,100
33,2,15,1,0,0,0,0,0,0,0,77,2,2,1,2,2,2,2,2,76,87,65,87,66,50,50,76,67,87,76
56,2,23,1,7,1,1,1,1,1,1,77,2,3,1,4,2,1,1,2,30,100,100,60,80,60,70,60,70,50,80
67,2,21,1,0,0,0,0,0,0,0,77,1,2,1,2,4,2,2,1,60,50,50,60,50,40,50,50,50,50,80
34,1,4,1,0,0,0,0,0,0,0,4,4,3,2,3,8,2,2,2,80,0,0,0,0,0,0,0,0,0,0
73,2,8,1,4,0,1,0,1,0,1,2,1,5,1,3,8,1,1,1,0,90,100,0,50,100,20,20,10,25,100
46,2,26,1,5,0,1,0,1,1,0,1,1,4,1,2,8,1,2,1,0,50,95,0,20,75,0,70,0,0,60
32,2,22,1,1,1,0,0,0,0,0,2,2,4,1,3,8,1,2,2,11,1,1,2,2,2,2,2,2,2,2
30,1,13,1,0,0,0,0,0,0,0,77,2,4,1,3,2,2,2,2,0,50,60,0,30,10,50,30,30,30,40
19,3,5,1,1,0,0,0,0,0,0,77,1,5,2,3,2,2,2,2,0,45,55,0,70,70,1,95,50,50,75
60,2,24,0,1,0,1,0,0,0,0,5,4,3,1,3,8,2,2,2,0,50,85,50,50,50,50,50,50,0,85
20,2,21,1,1,0,0,0,0,0,0,3,3,3,1,3,8,1,2,1,90,18,15,65,40,5,50,2,30,30,35
23,1,10,0,0,0,0,0,0,0,0,1,1,3,2,4,8,1,2,2,0,15,85,0,95,10,0,85,0,50,95
25,2,5,1,0,0,0,0,0,0,0,7,2,3,2,3,8,1,2,2,90,0,10,90,50,0,0,0,0,50,50
30,1,15,1,0,0,0,0,0,0,0,4,4,3,1,3,8,2,2,2,60,40,75,50,50,50,50,0,50,50,50
27,1,1,0,0,0,0,0,0,0,0,77,3,3,2,4,2,2,2,2,0,50,60,50,50,50,50,50,50,50,50
54,1,12,1,0,0,0,0,0,0,0,1,1,3,1,2,8,2,2,2,10,80,80,20,20,70,50,70,50,70,80
59,2,11,1,1,0,0,0,1,0,0,7,4,1,1,2,8,2,2,2,5,25,50,20,20,20,10,10,10,20,80
39,2,21,1,0,0,0,0,0,0,0,7,4,3,2,4,8,2,2,2,100,0,0,100,0,0,0,0,70,50,0
32,1,3,1,4,0,0,1,1,0,1,1,1,4,1,3,8,2,1,1,0,75,90,0,25,75,0,95,0,50,75
71,2,1,1,0,0,0,0,0,0,0,3,3,3,2,3,8,2,2,2,45,89,50,75,66,78,80,67,55,55,58
73,2,3,1,0,0,0,0,0,0,0,77,4,3,2,3,2,2,2,2,0,100,100,50,90,100,50,50,90,50,100
27,2,12,1,0,0,0,0,0,0,0,7,3,2,2,3,8,2,2,2,50,0,15,50,0,0,75,0,80,80,100
21,2,15,1,2,0,0,0,0,1,0,1,1,2,1,2,8,1,2,1,50,40,40,30,75,60,50,90,10,40,90
39,2,15,1,6,1,1,1,1,1,1,77,1,1,1,3,1,1,2,1,20,30,30,20,30,80,40,50,60,20,40
36,2,15,1,3,1,0,0,0,0,1,77,7,3,2,4,4,1,2,2,95,0,0,95,0,0,50,0,65,100,10
41,2,2,1,0,0,0,0,0,0,0,4,4,3,2,2,8,2,2,1,50,60,50,50,50,50,50,50,0,0,60
46,1,4,1,1,0,0,0,0,0,0,77,1,1,1,2,1,2,2,2,5,90,90,5,100,100,100,100,50,0,100
50,2,4,1,2,0,0,0,0,0,1,7,6,4,1,3,8,2,2,2,90,4,5,80,5,0,2,1,50,60,20
28,2,19,1,3,1,1,1,0,0,0,4,3,4,1,2,8,2,2,2,0,0,0,0,0,0,0,0,0,0,0
36,1,19,1,0,0,0,0,0,0,0,77,3,3,2,3,3,2,2,1,0,80,100,20,30,0,0,0,0,20,0
71,2,9,1,0,0,0,0,0,0,0,77,4,2,2,4,1,2,2,1,0,80,100,0,40,70,0,0,0,0,50
72,2,22,1,1,0,1,0,0,0,0,2,1,4,1,3,8,1,2,1,1,97,99,1,79,99,1,90,1,1,99
49,2,22,1,2,0,0,0,1,0,0,5,1,4,1,2,8,2,2,1,15,85,90,20,30,70,50,40,50,50,80
53,1,5,1,8,1,1,1,1,1,1,1,1,1,1,2,8,1,2,1,20,49,90,33,95,50,2,100,70,44,100
62,2,24,1,5,0,1,0,1,1,1,6,4,4,1,3,8,1,1,1,10,70,80,25,50,70,45,60,60,50,90
29,2,14,1,0,0,0,0,0,0,0,6,2,2,2,3,8,2,2,2,5,60,70,0,0,0,0,0,0,0,0
42,3,10,1,2,0,0,1,1,0,0,3,2,3,1,3,8,2,1,2,30,50,90,40,50,80,30,20,10,38,30
72,2,4,1,0,0,0,0,0,0,0,77,5,2,1,2,3,2,2,2,85,45,10,76,0,0,0,0,0,0,0
60,2,24,1,1,0,0,0,0,0,0,7,3,4,1,3,8,1,2,1,0,40,60,0,70,40,50,20,90,0,80
44,2,22,1,3,0,0,1,0,0,1,3,3,2,1,2,8,1,1,2,50,50,40,50,40,40,40,40,40,40,40
24,1,21,1,4,1,0,1,1,0,1,1,1,5,1,3,8,1,2,1,25,60,50,20,20,20,30,20,30,20,20
69,2,6,1,4,0,1,0,1,0,0,77,4,3,1,2,1,1,2,1,0,88,98,0,54,68,43,46,39,2,80
59,2,8,1,0,0,0,0,0,0,0,4,4,4,1,2,8,2,2,1,85,50,50,85,60,40,50,50,50,60,70
32,1,23,1,6,0,0,1,1,1,1,1,1,4,2,5,8,1,2,1,0,0,0,0,0,0,0,100,0,0,50
74,1,3,1,0,0,0,0,0,0,0,77,4,3,1,3,4,2,2,2,100,0,0,2,0,0,2,2,2,25,5
73,2,4,1,4,1,0,1,1,1,0,77,1,4,2,4,1,2,1,2,0,70,100,0,51,75,0,99,0,0,99
58,2,19,1,2,0,0,0,0,1,0,7,7,2,2,4,8,2,2,1,100,0,0,95,1,0,90,0,90,99,50
67,2,9,1,1,0,0,0,0,0,0,77,1,4,1,2,3,2,2,2,0,90,90,1,50,85,20,65,15,15,75
73,2,20,1,0,0,0,0,0,0,0,3,1,4,1,3,8,2,2,1,10,80,90,60,70,85,70,70,30,50,99
64,2,14,1,0,0,0,0,0,0,0,7,2,3,2,3,8,2,2,2,2,79,98,2,4,70,78,56,44,37,99
25,2,18,1,4,1,0,1,1,1,0,77,2,2,1,2,2,2,1,2,30,70,80,30,70,60,50,80,70,60,80
28,1,5,0,0,0,0,0,0,0,0,77,4,4,1,3,2,2,2,2,0,0,100,0,0,0,0,0,0,0,0
34,1,17,1,2,0,0,0,1,0,0,77,5,3,2,3,3,2,2,2,85,15,15,70,0,0,60,0,70,70,15
30,2,23,1,1,1,0,0,0,0,0,77,3,2,1,4,3,1,2,2,40,40,70,15,40,50,40,70,60,50,40
46,1,1,1,0,0,0,0,0,0,0,4,5,3,2,3,8,2,2,2,100,0,0,0,0,0,0,0,0,0,0
35,2,15,1,8,1,1,1,1,1,1,77,4,2,1,2,1,2,1,2,0,90,100,5,60,60,50,70,20,45,20
68,2,13,1,2,0,0,0,0,0,1,7,3,4,1,3,8,1,2,1,60,50,20,70,60,10,40,10,50,60,85
46,2,1,1,0,0,0,0,0,0,0,77,1,1,1,5,4,1,1,1,100,0,0,0,0,0,0,0,0,0,0
38,1,15,1,0,0,0,0,0,0,0,77,4,3,1,3,3,2,2,2,50,50,50,50,50,50,50,50,50,50,50
45,2,22,1,4,0,1,0,0,1,0,77,1,5,2,3,1,2,1,1,0,90,90,0,70,90,0,100,0,30,80
37,2,11,1,0,0,0,0,0,0,0,7,6,4,2,5,8,1,2,2,90,0,0,50,50,0,50,0,50,50,50
48,1,3,1,0,0,0,0,0,0,0,77,3,3,2,4,2,2,2,2,70,0,0,50,39,0,30,10,0,20,0
53,2,10,1,1,0,0,0,0,0,0,4,4,3,1,2,8,1,2,1,10,50,100,40,50,75,40,50,50,45,99
41,2,22,1,2,1,0,1,0,0,0,77,2,2,1,2,2,1,1,1,50,50,10,50,20,10,10,20,50,10,20
58,2,26,1,4,1,0,0,1,0,1,77,2,4,1,3,2,2,2,2,50,65,65,35,60,65,46,46,50,50,90
60,1,12,1,0,0,0,0,0,0,0,77,7,2,1,4,4,2,2,2,100,0,0,0,0,0,0,0,0,0,70
73,2,24,1,1,0,0,0,0,0,0,7,4,3,2,2,8,2,1,2,75,0,20,90,25,0,75,0,85,70,80
34,2,14,1,3,0,1,1,0,1,0,77,2,1,1,4,1,2,1,1,80,75,70,90,80,65,80,70,75,60,70
66,2,16,1,3,0,0,0,1,1,1,77,3,3,1,2,3,2,2,1,1,80,75,25,25,50,45,25,45,25,99
65,1,7,1,1,0,0,0,0,0,0,7,4,1,1,2,8,2,2,2,100,0,0,100,0,0,0,0,0,50,50
82,2,7,1,1,0,0,0,1,0,0,77,4,4,2,4,4,1,1,2,95,30,10,85,25,0,50,5,15,90,95
69,2,5,1,0,0,0,0,0,0,0,77,4,4,1,2,2,2,2,2,50,30,30,50,30,30,40,30,30,30,50
50,2,21,1,0,0,0,0,0,0,0,77,1,1,1,4,1,2,2,2,30,15,30,10,15,1,10,15,0,15,10
33,1,16,1,2,0,1,0,1,0,0,77,2,1,2,3,3,1,2,2,95,5,8,95,50,0,75,10,47,95,51
36,2,16,1,0,0,0,0,0,0,0,1,1,3,2,3,8,2,2,1,0,100,100,60,70,70,70,70,60,30,70
37,2,21,1,0,0,0,0,0,0,0,5,4,5,1,4,8,2,2,1,40,70,80,60,50,50,40,50,60,60,60
54,1,26,1,0,0,0,0,0,0,0,7,4,3,2,4,8,1,2,2,100,0,30,95,0,0,75,0,100,80,90
64,1,9,1,4,0,1,0,1,0,0,2,1,3,1,3,8,1,2,1,0,50,75,10,50,75,10,90,95,10,100
54,2,13,1,0,0,0,0,0,0,0,7,6,3,2,3,8,2,2,2,100,0,0,70,0,0,0,0,0,0,60
82,3,19,1,0,0,0,0,0,0,0,6,4,4,1,2,8,2,2,1,0,75,90,0,70,80,10,50,10,25,95
18,1,16,1,1,0,1,0,0,0,0,77,2,2,2,3,2,2,2,2,60,40,60,30,30,50,20,20,20,20,40
69,1,3,1,0,0,0,0,0,0,0,77,1,3,1,3,4,2,2,2,82,30,35,85,43,42,37,18,50,75,40
56,3,7,1,0,0,0,0,0,0,0,6,6,2,1,3,8,2,2,2,90,0,0,95,50,0,0,0,0,0,0
21,1,2,1,0,0,0,0,0,0,0,1,4,3,1,3,8,2,2,2,5,50,100,50,50,50,50,50,50,50,50
63,2,21,1,4,0,1,0,1,0,0,77,4,1,2,4,4,2,2,1,90,10,20,95,55,0,65,5,90,99,90
35,3,1,1,0,0,0,0,0,0,0,1,4,5,2,1,8,2,2,2,0,0,0,0,0,0,0,80,0,0,0
30,2,11,1,0,0,0,0,0,0,0,77,1,3,2,3,1,2,2,2,0,60,80,0,60,70,60,90,60,60,80
32,2,16,1,0,0,0,0,0,0,0,77,4,2,1,2,3,1,1,2,80,10,20,70,1,1,1,13,12,12,58
22,1,3,1,0,0,0,0,0,0,0,6,3,3,2,3,8,2,2,2,10,60,80,50,50,50,50,50,50,50,50
65,2,26,1,0,0,0,0,0,0,0,77,2,1,1,4,3,2,2,2,0,100,100,10,25,100,0,10,0,0,75
42,2,21,1,0,0,0,0,0,0,0,4,2,4,1,2,8,1,1,2,0,95,100,0,76,100,60,82,0,0,78
75,2,6,1,3,0,1,0,1,0,0,5,2,5,1,2,8,1,2,2,0,100,100,50,80,100,80,80,80,95,100
28,2,7,1,1,0,0,0,0,0,0,4,4,3,1,1,8,2,2,1,0,70,85,0,70,82,15,75,30,30,80
52,1,18,1,0,0,0,0,0,0,0,77,1,4,1,3,2,2,2,2,0,30,70,0,50,50,0,80,0,0,90
27,2,1,1,0,0,0,0,0,0,0,1,1,3,2,4,8,2,2,1,0,35,50,0,50,10,0,20,10,10,10
64,2,14,1,0,0,0,0,0,0,0,7,4,2,1,3,8,2,2,1,95,15,15,100,10,5,95,5,100,100,85
75,1,4,1,0,0,0,0,0,0,0,77,1,3,2,2,2,2,2,2,100,0,15,100,15,0,85,0,85,85,60
64,2,25,1,0,0,0,0,0,0,0,77,4,3,2,3,3,2,2,2,90,50,75,90,50,0,10,10,10,10,75
27,1,10,0,0,0,0,0,0,0,0,4,4,3,2,3,8,2,2,2,0,0,100,0,0,0,0,0,0,0,0
35,2,19,1,3,1,1,1,0,0,0,77,1,1,1,5,1,1,1,1,100,0,80,0,0,0,0,0,0,0,0
38,2,22,1,3,0,0,1,0,0,0,77,2,5,1,3,2,2,2,1,65,90,100,60,50,20,50,20,65,50,69
32,2,24,1,0,0,0,0,0,0,0,2,3,3,1,2,8,1,2,1,70,40,60,40,10,40,0,30,40,30,40
39,1,16,1,3,1,0,1,1,0,0,77,1,1,1,5,1,2,1,1,70,90,70,50,50,60,50,70,40,50,60
67,1,2,0,0,0,0,0,0,0,0,77,6,1,2,3,3,2,2,2,1,50,100,60,50,100,50,100,50,50,100
55,2,21,1,0,0,0,0,0,0,0,7,4,3,2,3,8,2,2,1,89,8,10,95,50,2,75,2,85,80,50
50,2,22,1,0,0,0,0,0,0,0,77,4,2,1,3,2,2,2,2,70,10,15,50,10,0,15,0,0,0,20
33,1,10,1,0,0,0,0,0,0,0,77,4,3,1,3,3,2,2,2,5,50,80,50,50,50,50,50,50,50,60
64,1,5,1,0,0,0,0,0,0,0,77,7,5,2,4,4,1,1,2,100,0,0,100,0,0,95,0,100,95,100
64,2,13,1,0,0,0,0,0,0,0,77,7,3,1,3,3,2,2,2,80,0,0,10,0,0,0,0,0,0,0
56,2,22,1,4,1,1,0,1,0,0,77,4,3,2,3,3,1,2,2,85,60,40,55,70,40,20,10,5,5,3
65,2,9,1,2,0,0,0,1,1,0,77,2,4,1,2,3,1,2,1,0,80,90,20,30,70,10,10,20,40,90
73,2,23,1,0,0,0,0,0,0,0,77,1,5,1,3,4,2,2,1,0,99,99,0,90,99,0,90,40,0,99
56,3,21,1,1,0,0,0,0,1,0,7,4,1,1,3,8,1,2,1,75,40,40,60,30,10,60,10,65,75,55
37,1,7,1,2,0,0,0,1,1,0,77,1,5,1,2,4,1,1,1,0,80,95,0,88,32,60,45,50,50,100
34,3,10,1,4,0,0,0,1,1,0,77,2,5,1,3,2,1,1,1,0,75,100,25,80,75,50,60,50,40,90
69,1,8,1,3,0,0,0,1,1,0,3,1,3,1,3,8,1,2,2,0,70,70,0,75,80,30,80,24,15,95
48,1,7,1,3,0,0,0,1,1,0,2,3,4,1,2,8,1,2,1,5,40,85,10,45,55,30,55,50,45,65
48,1,13,1,0,0,0,0,0,0,0,77,2,3,2,3,1,2,2,2,40,85,85,40,75,80,50,70,65,70,85
29,2,21,1,3,1,0,1,0,0,0,77,3,2,1,3,1,1,2,1,80,50,50,50,20,30,30,30,30,30,30
27,1,23,1,1,1,0,0,0,0,0,2,4,2,1,3,8,2,2,1,70,45,40,50,55,60,70,49,30,60,60
30,1,23,1,5,1,1,1,1,1,0,77,1,1,1,5,1,1,1,1,100,100,100,100,100,100,100,100,100,100,100
66,1,15,1,0,0,0,0,0,0,0,7,4,3,1,4,8,1,2,2,90,0,0,90,10,0,75,0,10,5,95
37,2,22,1,0,0,0,0,0,0,0,7,3,3,1,3,8,1,2,2,40,30,60,20,30,30,20,10,25,67,50
32,1,12,1,2,0,0,0,0,1,0,77,1,5,2,5,1,2,1,1,0,0,56,0,20,20,0,100,0,0,100
28,1,8,0,0,0,0,0,0,0,0,4,3,3,2,3,8,1,2,2,0,5,75,50,50,50,50,50,50,50,50
19,2,22,1,4,0,1,1,1,0,0,1,1,4,1,3,8,1,2,1,0,40,80,0,75,70,70,90,50,50,50
41,2,2,1,3,1,0,0,1,0,0,4,2,4,1,3,8,2,2,1,50,60,70,60,50,60,40,60,60,60,60
74,2,14,1,1,0,0,0,1,0,0,6,4,1,1,4,8,2,2,2,90,10,10,95,20,0,70,0,85,90,65
32,2,22,1,2,1,0,0,1,0,0,77,1,1,1,2,1,2,1,2,80,29,30,0,50,60,30,30,30,30,0
29,1,12,1,0,0,0,0,0,0,0,1,3,3,2,2,8,2,2,2,45,30,50,20,20,20,10,20,0,10,10
65,2,14,1,4,1,1,0,1,0,1,7,7,4,2,4,8,1,2,1,95,0,0,85,10,0,75,0,55,75,10
46,2,16,1,0,0,0,0,0,0,0,4,1,4,2,2,8,1,2,2,0,70,70,5,50,0,50,50,50,0,100
27,1,9,1,2,0,0,0,1,1,0,1,1,4,1,3,8,2,1,1,0,15,90,0,50,65,0,95,50,50,80
36,2,20,1,1,0,0,0,1,0,0,3,3,2,1,4,8,2,2,2,30,80,79,40,30,50,60,20,30,30,20
66,1,4,1,0,0,0,0,0,0,0,4,4,1,2,2,8,1,2,2,20,60,60,50,50,50,50,50,50,50,50
34,2,13,1,3,1,0,1,1,0,0,2,5,2,1,4,8,1,1,2,75,60,60,60,70,75,40,20,10,50,55
40,2,25,1,3,0,1,0,1,0,0,1,1,1,1,5,8,1,1,1,100,90,80,100,100,90,70,90,100,100,100
57,2,20,1,0,0,0,0,0,0,0,6,5,2,1,3,8,2,2,2,85,40,40,100,50,0,65,0,90,70,60
70,2,21,1,2,0,0,0,0,1,0,77,3,4,1,3,3,1,1,1,0,80,80,10,60,60,30,25,30,25,95
69,2,23,1,2,0,0,0,1,0,0,7,1,4,1,3,8,2,1,1,95,0,0,85,0,0,5,0,90,85,50
63,2,21,1,0,0,0,0,0,0,0,2,3,4,1,2,8,1,2,1,0,70,90,25,95,85,25,75,55,15,90
56,1,17,1,6,0,1,1,1,1,0,77,1,5,1,3,2,2,2,1,0,100,100,0,50,85,0,75,0,0,80
28,1,6,1,0,0,0,0,0,0,0,77,1,4,2,3,2,2,1,1,0,50,90,50,50,50,50,50,50,50,50
26,2,13,1,3,0,0,0,1,0,1,4,4,2,1,3,8,1,2,2,30,50,60,30,30,40,20,40,40,40,50
77,2,13,1,0,0,0,0,0,0,0,4,3,2,1,2,8,2,2,2,95,2,3,95,4,2,8,1,85,85,80
46,2,6,1,1,0,0,0,0,0,0,2,4,5,2,4,8,2,2,2,50,100,100,75,25,90,25,10,10,25,75
26,3,1,1,1,0,0,0,1,0,0,77,2,3,1,1,2,1,1,1,80,50,50,80,40,50,0,0,60,0,70
26,3,3,0,1,0,0,0,1,0,0,77,4,5,1,2,3,1,1,2,0,0,50,0,70,50,50,85,0,0,85
35,2,24,1,3,1,1,1,0,0,0,1,1,1,1,5,8,1,1,1,20,20,20,20,20,20,2,2,2,20,20
73,2,16,1,2,0,0,0,0,1,0,77,2,3,1,3,2,2,2,2,0,90,100,0,0,75,50,50,50,25,75
40,1,9,1,1,0,0,0,0,0,0,77,4,3,1,3,3,2,1,2,25,25,25,25,24,43,25,36,23,35,25
64,2,4,1,2,0,0,0,0,1,0,77,6,2,2,4,4,1,2,2,95,12,10,95,15,0,89,2,85,90,42
63,1,1,0,0,0,0,0,0,0,0,6,4,2,2,3,8,2,2,2,0,0,0,0,0,0,0,0,0,0,0
66,2,21,1,6,1,0,1,1,1,0,4,2,3,1,3,8,1,1,1,0,80,85,0,5,85,5,85,0,0,60
43,2,11,1,2,0,0,0,1,0,0,77,1,4,1,2,1,1,2,1,0,99,100,0,50,99,0,100,0,0,99
50,2,20,1,2,0,0,0,1,0,0,2,1,3,1,3,8,2,1,1,0,90,95,0,50,80,0,80,10,0,90
52,3,11,1,1,0,0,0,0,0,0,77,5,1,1,2,4,2,2,1,85,10,5,30,15,0,20,25,45,40,35
39,2,23,1,5,1,0,1,0,1,1,1,2,3,1,4,8,1,2,2,95,70,75,75,80,60,80,90,85,90,65
52,1,10,1,2,0,1,0,1,0,0,1,1,5,1,3,8,1,1,1,0,70,90,0,50,60,0,90,0,0,100
44,2,25,1,0,0,0,0,0,0,0,77,1,4,1,2,1,1,2,2,0,70,90,5,50,80,10,80,25,0,80
33,1,21,1,3,0,0,0,1,1,0,77,3,3,1,2,3,1,1,1,0,85,95,0,95,90,0,85,0,0,90
67,2,3,1,3,0,0,0,0,1,1,6,1,1,1,3,8,2,2,2,90,30,40,75,30,0,60,5,65,50,60
51,2,15,1,0,0,0,0,0,0,0,7,4,3,1,2,8,1,2,1,95,5,5,85,5,0,85,0,95,80,90
67,2,6,1,3,0,0,0,1,1,0,7,4,1,1,3,8,1,2,1,100,0,0,100,0,0,80,0,100,80,0
30,2,26,1,5,1,1,0,1,0,1,77,1,5,2,5,1,1,1,1,100,100,100,100,100,100,100,100,100,100,100
73,1,4,1,1,0,0,0,0,0,0,77,2,4,1,1,1,2,2,1,75,0,25,50,25,0,25,0,0,75,95
18,2,8,1,3,1,0,0,0,1,0,7,4,4,1,2,8,1,2,2,30,5,35,50,15,1,60,2,85,70,50
22,2,4,0,1,0,0,0,0,0,0,77,1,3,2,3,3,2,2,2,15,0,85,0,10,65,0,0,44,77,78
23,1,14,1,1,0,0,0,0,0,0,77,3,1,1,4,4,1,2,1,0,60,100,0,50,50,50,50,50,50,100
26,2,8,1,2,0,0,0,1,1,0,77,5,2,2,3,2,2,1,1,95,75,80,20,76,79,80,80,50,50,80
36,2,23,1,0,0,0,0,0,0,0,7,2,4,1,2,8,1,2,2,40,55,40,40,20,0,5,0,75,55,90
36,2,20,1,2,0,0,0,1,1,0,7,7,4,1,5,8,1,2,2,100,0,0,70,40,0,0,0,0,0,50
30,2,4,1,4,0,0,1,0,1,1,2,4,2,1,3,8,1,1,1,5,66,86,44,25,34,65,100,25,35,49
63,2,13,1,1,0,0,0,1,0,0,6,2,3,2,3,8,2,2,2,100,5,15,100,6,3,29,2,90,90,100
62,2,21,1,0,0,0,0,0,0,0,77,4,2,2,3,2,1,2,2,25,50,75,20,26,25,15,10,40,10,100
66,2,17,1,0,0,0,0,0,0,0,7,4,3,1,3,8,2,2,2,15,80,80,20,50,50,50,60,50,0,95
26,2,20,1,2,1,0,0,1,0,0,2,2,2,1,4,8,1,1,2,85,25,25,85,33,33,48,66,66,66,66
61,2,9,1,2,0,0,0,0,0,0,77,1,5,1,3,2,1,2,1,0,90,95,10,50,65,30,60,49,40,85
37,3,24,1,4,1,0,1,1,0,1,77,1,1,1,4,2,1,1,2,100,100,100,10,10,10,10,100,100,100,100
31,2,23,1,1,0,0,0,0,0,0,77,2,3,1,4,3,2,2,2,40,100,60,60,70,90,50,60,40,30,40
54,2,23,1,4,0,1,0,1,1,0,2,1,4,1,2,8,1,1,1,0,65,80,0,60,90,40,70,45,1,100
24,1,1,1,0,0,0,0,0,0,0,77,4,3,2,3,3,2,2,2,0,50,100,0,0,0,0,0,0,0,0
22,1,5,1,3,0,0,0,1,1,0,1,1,3,1,2,8,1,2,1,30,40,80,0,70,10,7,80,50,50,80
39,2,7,1,2,0,0,1,1,0,0,77,2,2,1,4,1,1,1,1,1,1,1,5,5,5,5,5,5,5,5
64,2,8,1,0,0,0,0,0,0,0,7,4,3,1,4,8,2,2,2,90,0,10,90,30,0,10,0,50,40,45
44,2,26,1,4,1,1,1,0,0,0,1,1,1,1,4,8,1,1,1,60,50,50,50,50,50,50,50,50,50,50
72,2,7,1,4,0,1,0,1,0,1,7,5,2,2,3,8,2,1,1,100,17,15,98,10,0,60,0,78,95,30
34,2,6,1,1,0,0,0,0,0,0,3,3,1,1,2,8,2,1,2,20,30,40,50,20,0,0,0,0,10,100
70,2,20,1,2,0,0,0,1,0,0,4,2,3,1,3,8,1,2,1,0,70,80,0,50,75,50,0,0,0,70
56,1,4,1,3,0,0,0,1,1,0,7,6,4,2,4,8,2,2,2,67,0,0,45,1,0,28,0,77,80,0
44,2,9,1,0,0,0,0,0,0,0,7,7,3,1,3,8,2,2,2,100,2,10,85,0,0,80,0,85,85,86
31,2,8,0,0,0,0,0,0,0,0,7,7,5,1,1,8,2,2,1,0,0,0,0,0,0,0,0,0,0,0
50,2,15,1,3,1,1,0,1,0,0,6,4,1,2,4,8,2,2,2,100,1,0,100,5,0,75,0,90,100,60
63,2,10,0,0,0,0,0,0,0,0,77,1,3,1,2,2,2,2,2,77,55,44,90,88,1,90,2,90,40,50
27,2,2,0,0,0,0,0,0,0,0,1,6,4,2,3,8,1,2,2,65,40,45,65,30,29,40,40,60,60,60
